jahr;Hid;pid;ln;pkzqu;lnpkzqu;hgew;alter;sex;rl070;K001010;K001020;K001030;K001060;K001070;K001080;K002010;K002020;K002030;K002060;K002070;K002080;K003000;K004000;K005000;K006000;K007000;K008000;K008010;K009000;K009010;K013010;K013020;K013030;K013040;K013050;k011000nu;k012000nu;K015000
2019;5861600;586160003;5718;3;571803;97,85975;9;1;89,87827;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;21;1;25;2;-3;-3;-3;-3;-3;-3;2;1;1;1;1;1;1;-3
2019;5862700;586270004;4169;4;416904;1015,83003;8;2;883,32953;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;12;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5863200;586320003;2687;3;268703;524,03255;5;2;586,03424;-3;1;-3;2;2;2;-3;24;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5863200;586320004;2687;4;268704;524,03255;2;1;383,01255;1;1;-3;2;2;2;24;24;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5863800;586380003;4183;3;418303;635,29844;8;2;583,48326;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;11;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;2013
2019;5866100;586610003;4388;3;438803;362,52757;7;1;355,70848;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5866100;586610004;4388;4;438804;362,52757;4;1;424,03884;-3;1;-3;2;2;2;-3;24;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5866800;586680003;817;3;81703;1891,18322;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;38;2;-3;1;1;1;1;1;1;1;-3
2019;5866800;586680004;817;4;81704;1891,18322;13;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;35;1;10;1;1;1;1;1;1;1;-3
2019;5866800;586680005;817;5;81705;1891,18322;10;2;1919,18684;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;29;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5867300;586730003;6293;3;629303;628,13705;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;5867300;586730004;6293;4;629304;628,13705;8;2;546,20555;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5868200;586820003;7909;3;790903;613,9835;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;3;1;1;1;1;1;-3
2019;5868200;586820004;7909;4;790904;613,9835;11;1;661,4055;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;5868500;586850003;4191;3;419103;270,95811;1;1;306,5736;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5868700;586870002;2490;2;249002;199,60515;9;1;183,32528;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;1;1;25;1;15;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5869100;586910003;7091;3;709103;454,8817;7;2;446,32545;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;20;2;-3;-3;-3;-3;-3;-3;1;2;1;1;1;2;2;-3
2019;5870800;587080004;5744;4;574404;738,06416;11;1;738,62466;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;33;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5870800;587080005;5744;5;574405;738,06416;10;2;748,99302;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;31;1;1;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5871400;587140002;4335;3;433503;187,09834;1;2;211,69107;1;-3;-3;2;2;2;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;1;1;-3
2019;5871400;587140003;4335;2;433502;187,09834;5;1;209,23516;-3;2;2;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;1;1;-3
2019;5876900;587690003;302;3;30203;739,35408;12;1;739,91556;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;2;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5876900;587690004;302;4;30204;739,35408;7;2;642,91591;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5877400;587740003;69;3;6903;184,67083;8;1;160,58317;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5879800;587980003;6686;3;668603;814,86044;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;25;2;-3;1;1;1;1;1;6;6;2015
2019;5879800;587980004;6686;4;668604;814,86044;10;2;826,92645;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;2015
2019;5879800;587980005;6686;5;668605;814,86044;7;2;708,57355;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;4;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;2015
2019;5881400;588140003;2749;3;274903;380,7953;6;1;406,99468;-3;1;2;2;2;2;-3;8;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;2;2;2014
2019;5881400;588140004;2749;4;274904;380,7953;3;2;278,32122;1;1;-3;2;2;2;8;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;2;2;-3
2019;5882200;588220003;2797;3;279703;590,09117;5;2;659,90869;-3;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;2;1;1;-3;6;6;-3
2019;5882200;588220004;2797;4;279704;590,09117;1;1;667,65441;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;2;1;1;-3;6;6;-3
2019;5882700;588270003;5251;3;525103;373,54347;2;1;344,38734;1;2;-3;2;2;2;30;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;1;1;-3
2019;5883700;588370003;1116;3;111603;493,80378;5;2;527,77835;-3;1;2;2;2;2;-3;21;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5883700;588370004;1116;4;111604;493,80378;5;1;527,77835;-3;1;-3;2;2;2;-3;30;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5885300;588530002;858;2;85802;242,62664;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;35;2;-3;1;1;1;1;1;1;1;-3
2019;5887100;588710003;1076;3;107603;373,09107;2;1;343,97025;2;2;-3;2;2;1;-3;-3;-3;-3;-3;15;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5887600;588760003;1394;3;139403;749,86522;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5887600;588760004;1394;4;139404;749,86522;9;2;760,96882;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5890000;589000002;4032;2;403202;214,77234;8;2;186,75836;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;8;1;20;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5891000;589100003;8944;3;894403;250,86677;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;37;2;-3;1;1;1;1;1;1;1;-3
2019;5891000;589100004;8944;4;894404;250,86677;10;2;254,58147;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5891000;589100005;8944;5;894405;250,86677;7;1;218,14479;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5891000;589100006;8944;6;894406;250,86677;3;1;183,35716;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5891200;589120003;7739;3;773903;913,58116;4;2;1068,59156;-3;2;-3;1;2;2;-3;-3;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;5894500;589450003;4853;3;485303;312,38358;12;2;312,62081;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;1;4;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5895100;589510003;2958;3;295803;470,94978;4;2;550,85742;-3;1;-3;2;2;1;-3;25;-3;-3;-3;22;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5895100;589510004;2958;4;295804;470,94978;3;2;344,21464;2;1;-3;2;2;1;-3;25;-3;-3;-3;22;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5896900;589690003;6159;3;615903;346,08003;8;1;300,93884;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;23;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;2;2;-3
2019;5896900;589690004;6159;4;615904;346,08003;6;1;369,89094;-3;2;2;2;2;2;-3;-3;-3;-3;-3;-3;1;20;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;2;2;-3
2019;5898800;589880003;1662;3;166203;291,10739;8;1;267,36457;-3;-3;2;1;1;2;-3;-3;-3;4;4;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5898900;589890003;560;3;56003;567,08733;12;2;567,51798;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;4;5;33;1;4;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5898900;589890004;560;4;56004;567,08733;8;2;493,1189;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;10;1;25;1;6;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5899400;589940003;6442;3;644203;478,30523;0;2;572,28975;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;12;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5902700;590270003;3225;3;322503;356,98027;2;1;329,11695;2;2;-3;2;2;1;-3;-3;-3;-3;-3;9;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5904800;590480003;9237;3;923703;274,79881;2;1;253,34998;2;2;-3;2;2;1;-3;-3;-3;-3;-3;24;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;2;2;2;-3;2;2;-3
2019;5905100;590510003;1615;3;161503;631,90641;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;30;2;-3;1;1;1;1;1;1;1;-3
2019;5905400;590540003;6047;3;604703;695,12543;10;1;705,41847;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5905400;590540004;6047;4;604704;695,12543;8;2;604,45626;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5905400;590540005;6047;5;604705;695,12543;7;2;682,05023;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5906700;590670003;9045;3;904503;360,23712;4;1;421,35976;-3;1;-3;2;2;2;-3;12;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;5908000;590800003;6909;3;690903;633,15224;5;1;676,71422;-3;1;-3;2;2;2;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;6;6;-3
2019;5908000;590800004;6909;4;690904;633,15224;3;1;740,58132;2;1;-3;2;2;2;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;6;6;-3
2019;5908400;590840003;1176;3;117603;244,72168;7;1;212,80124;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5908400;590840004;1176;4;117604;244,72168;1;1;225,62046;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5910900;591090004;3009;4;300904;901,29665;5;1;963,30743;-3;1;2;2;2;2;-3;8;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;-3
2019;5911500;591150005;2020;5;202005;1704,11157;12;1;1705,40571;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;33;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;2;2;-3
2019;5912900;591290003;1192;3;119203;633,24604;0;2;757,67564;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5913400;591340002;7470;2;747002;169,16418;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;40;1;4;1;1;1;1;1;6;6;2008
2019;5914200;591420003;169;3;16903;1300,99025;12;2;1301,97825;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;2;1;2;1;6;6;2016
2019;5914200;591420004;169;4;16904;1300,99025;2;2;1199,44428;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;2;1;6;6;-3
2019;5914500;591450002;4634;2;463402;95,74821;2;1;88,2748;2;1;-3;2;2;1;-3;20;-3;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;5916500;591650003;1871;3;187103;912,81928;7;2;895,6493;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;23;1;10;-3;-3;-3;-3;-3;1;2;1;1;1;2;2;-3
2019;5916500;591650004;1871;4;187104;912,81928;4;1;1020,82086;-3;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;1;1;2;2;-3
2019;5916500;591650005;1871;5;187105;912,81928;1;2;1032,8028;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;1;1;2;2;-3
2019;5916600;591660003;4297;3;429703;542,21041;3;2;634,20909;-3;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5919100;591910002;5124;2;512402;245,20929;6;2;262,08012;-3;1;2;2;1;2;-3;20;-3;-3;3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5919100;591910003;5124;3;512403;245,20929;4;2;286,81478;-3;1;-3;2;1;2;-3;20;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5919900;591990004;1529;4;152904;727,57548;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;38;2;-3;1;1;1;1;1;1;1;-3
2019;5921500;592150003;8454;3;845403;311,21251;1;1;352,11915;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;3;-2;-2;3;-3;1;1;-3
2019;5922100;592210002;5446;2;544602;109,38612;4;1;122,3283;-3;1;-3;2;2;1;-3;20;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5922400;592240003;2448;3;244803;619,89539;0;2;741,70165;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5924700;592470002;9247;2;924702;115,53588;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;5;32;2;-3;1;1;1;1;1;1;1;-3
2019;5928200;592820003;267;3;26703;692,38776;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;36;2;-3;1;1;1;1;1;1;1;-3
2019;5928200;592820004;267;4;26704;692,38776;10;1;702,64027;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;2;31;1;1;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5928300;592830003;2970;3;297003;914,06551;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;30;2;-3;1;1;1;1;2;2;2;-3
2019;5928300;592830004;2970;4;297004;914,06551;10;2;927,6005;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;2;2;2;-3
2019;5928300;592830005;2970;5;297005;914,06551;8;2;839,51398;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;2;6;6;2016
2019;5928300;592830006;2970;6;297006;914,06551;0;1;1093,67469;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;2;2;2;-3
2019;5928400;592840003;8851;5;885105;813,03736;12;1;813,6548;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;-2;-3
2019;5928400;592840004;8851;6;885106;813,03736;10;2;825,07638;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;-2;-3
2019;5928900;592890003;7530;4;753004;513,16737;10;2;552,80268;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;2;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5928900;592890004;7530;3;753003;513,16737;13;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;32;2;-3;1;1;1;1;1;1;1;-3
2019;5929400;592940003;471;3;47103;342,12768;5;1;365,66666;-3;1;-3;2;2;2;-3;26;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5929900;592990003;4578;3;457803;1209,90721;4;1;1353,05918;-3;1;-3;2;2;1;-3;25;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5929900;592990004;4578;4;457804;1209,90721;3;1;884,31463;2;1;-3;2;2;1;-3;25;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5929900;592990005;4578;5;457805;1209,90721;0;1;1368,9408;2;-3;-3;1;2;1;-3;-3;-3;25;-3;1;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5931500;593150002;5268;2;526802;162,23025;11;1;162,35345;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;6;2010
2019;5933500;593350003;8597;3;859703;715,36567;8;2;657,02017;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;17;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;-3
2019;5933500;593350004;8597;4;859704;715,36567;7;2;701,90975;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;23;1;25;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;-3
2019;5935600;593560003;7390;3;739003;537,57617;4;2;628,78853;-3;1;-3;2;2;2;-3;15;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5935600;593560004;7390;4;739004;537,57617;1;2;495,61683;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5937400;593740003;1541;3;154103;351,68723;11;1;378,85036;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;1;3;-3;-3;-3;-3;-3;1;1;1;3;1;1;1;-3
2019;5937400;593740004;1541;4;154104;351,68723;0;1;397,91399;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;1;1;1;-3
2019;5938000;593800003;128;3;12803;451,89053;1;2;511,28829;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5938600;593860003;2759;3;275903;692,03607;9;2;635,59334;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5938600;593860004;2759;4;275904;692,03607;6;1;739,64936;-3;1;2;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5938600;593860005;2759;5;275905;692,03607;3;2;809,45617;-3;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5938900;593890003;1589;3;158903;464,0739;11;1;499,91739;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;10;5;33;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5938900;593890004;1589;4;158904;464,0739;8;1;426,22385;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;10;1;25;1;2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5938900;593890005;1589;5;158905;464,0739;8;1;426,22385;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;10;1;25;1;2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5941700;594170003;1084;3;108403;271,16444;2;2;198,19262;2;2;-3;2;2;1;-3;-3;-3;-3;-3;30;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;2;-3;1;1;-3
2019;5941700;594170004;1084;4;108404;271,16444;2;1;198,19262;1;2;-3;2;2;1;30;-3;-3;-3;-3;30;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;2;-3;1;1;-3
2019;5942000;594200003;5539;3;553903;428,51169;5;1;479,21169;-3;1;-3;2;2;1;-3;35;-3;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5942600;594260003;138;3;13803;442,91593;3;2;518,06697;-3;1;-3;2;2;1;-3;16;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;5942600;594260004;138;4;13804;442,91593;3;1;518,06697;-3;1;-3;2;2;1;-3;16;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;5943000;594300003;1833;3;183303;878,73275;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;6;32;2;-3;1;1;3;3;1;1;1;-3
2019;5944300;594430003;8538;3;853803;355,74307;12;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;1;1;1;1;1;1;-3
2019;5947100;594710003;7622;3;762203;541,72682;2;1;499,44351;2;1;-3;1;2;1;-3;30;-3;10;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;5950600;595060003;5407;3;540703;539,52382;7;1;529,37547;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;-2;1;24;1;10;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5950600;595060004;5407;4;540704;539,52382;6;2;576,644;-3;1;2;2;2;1;-3;-2;-3;-3;-3;-2;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5950600;595060005;5407;5;540705;539,52382;2;1;394,33504;2;1;-3;2;2;1;-3;-2;-3;-3;-3;-2;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5951000;595100003;4021;3;402103;268,05898;0;1;303,2934;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;5951300;595130002;2501;2;250102;136,56201;1;1;154,5121;2;-3;-3;2;1;1;-3;-3;-3;-3;-2;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;5951400;595140003;4762;3;476203;670,62771;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;30;2;-3;1;1;1;1;1;1;1;-3
2019;5951400;595140004;4762;4;476204;670,62771;10;2;680,558;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;2;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5951400;595140005;4762;5;476205;670,62771;6;2;658,01331;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5951700;595170003;5857;3;585703;463,89872;9;1;470,76788;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;6;1;25;1;9;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5951700;595170004;5857;4;585704;463,89872;9;2;470,76788;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;6;1;25;1;9;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;5952600;595260003;5186;3;518603;291,61297;10;1;314,13616;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;2;1;1;1;1;1;1;-3
