jahr;HID;hgew;D002000;D003000;D004010;D004020;hsize;bundesld;db100;region;oecdregtyp;urtyp;modus
2019;5720300;514,89849;11;11;5;3;5;4;3;4;3;430;2
2019;5720400;1266,16991;11;11;2;0;2;5;3;4;3;420;2
2019;5720500; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5720600; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5720700;716,02672;11;11;1;0;1;3;3;4;3;310;2
2019;5721000;1303,24136;11;11;3;0;3;4;3;4;3;410;1
2019;5721100;321,7237;11;11;1;0;1;6;3;4;2;101;2
2019;5721200; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;5721300;807,89701;11;11;1;0;1;5;2;3;2;101;2
2019;5721400;524,17393;11;11;1;0;1;6;3;4;3;430;2
2019;5721500;571,35179;11;11;4;2;4;3;3;4;3;410;2
2019;5721600;541,24035;11;11;3;1;3;3;2;3;3;210;2
2019;5721900;186,91875;11;11;3;1;3;1;3;4;3;420;2
2019;5722000;451,93063;11;11;1;0;1;1;3;4;3;430;1
2019;5722400;456,22932;11;11;4;2;4;1;2;4;3;210;1
2019;5722600;527,53311;11;11;2;0;2;3;2;4;2;310;2
2019;5722700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5722800;600,59339;11;11;3;1;3;2;2;3;2;102;2
2019;5722900;427,69516;11;11;1;0;1;9;1;1;1;101;1
2019;5723000;704,00747;11;11;1;0;1;9;1;1;1;101;2
2019;5723100;1159,08447;11;11;1;0;1;3;3;4;3;310;2
2019;5723101;863,83109;11;11;1;0;1;9;1;1;1;101;1
2019;5723400;738,17823;11;11;2;0;2;7;3;4;3;410;1
2019;5723700;370,75444;11;11;1;0;1;4;3;4;3;410;1
2019;5723800;338,07326;11;11;2;0;2;9;1;1;1;101;1
2019;5724400;150,00973;11;11;2;0;2;3;2;4;2;310;2
2019;5724600;384,32513;11;11;2;0;2;6;3;4;3;220;1
2019;5724700;427,94214;11;11;2;0;2;3;2;4;3;310;1
2019;5724900;468,032;11;11;1;0;1;2;3;4;3;430;2
2019;5725100;452,09787;11;11;2;0;2;6;3;4;2;102;2
2019;5725200;432,9091;11;11;2;0;2;6;3;4;3;210;1
2019;5725400;425,37297;11;11;4;2;4;6;3;4;3;410;1
2019;5725600;461,56237;11;11;2;0;2;9;1;1;1;101;1
2019;5725700;476,75247;11;11;1;0;1;1;3;4;3;310;1
2019;5725900; ;11;21;-3;-3; ;4;3;4;-1;-1; 
2019;5726000;548,60295;11;11;2;0;2;4;3;4;3;410;1
2019;5726100;430,18548;11;11;2;0;2;5;1;2;2;101;2
2019;5726200;490,7295;11;11;2;0;2;3;2;3;3;103;1
2019;5726800;773,41158;11;11;3;0;3;6;3;4;3;420;2
2019;5727000; ;21;-3;-3;-3; ;4;3;4;-1;-1; 
2019;5727100;660,29775;11;11;2;0;2;4;1;2;2;101;1
2019;5727200;490,97138;11;11;1;0;1;3;3;4;3;430;2
2019;5727700;387,79818;11;11;2;0;2;4;2;3;2;101;1
2019;5727900;1755,22287;11;11;3;1;3;5;3;4;2;410;1
2019;5728200;547,91359;11;11;2;0;2;9;1;1;1;101;2
2019;5728600;562,01166;11;11;1;0;1;9;1;1;1;101;2
2019;5728700;471,99817;11;11;5;3;5;8;2;3;1;101;1
2019;5728800;499,88881;11;11;2;0;2;3;3;4;3;320;2
2019;5728900;354,02105;11;11;1;0;1;9;1;1;1;101;2
2019;5729000; ;-3;-3;-3;-3; ;2;2;3;-1;-1; 
2019;5729200;554,11431;11;11;4;1;4;3;3;4;3;410;2
2019;5729300;237,40873;11;11;1;0;1;9;1;1;1;101;1
2019;5729400; ;-3;-3;-3;-3; ;6;1;2;-1;-1; 
2019;5729500;334,16752;11;11;1;0;1;3;3;4;2;410;2
2019;5729600;352,97273;11;11;1;0;1;9;1;1;1;101;1
2019;5729800;394,10424;11;11;2;0;2;9;1;1;1;101;2
2019;5730000;729,24061;11;11;3;1;3;6;1;2;2;101;1
2019;5730400; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5730700;644,2056;11;11;1;0;1;1;2;4;3;220;2
2019;5731100; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5731200; ;11;21;-3;-3; ;4;3;4;-1;-1; 
2019;5731300;381,81483;11;11;2;0;2;6;1;2;2;101;2
2019;5731600; ;-3;-3;-3;-3; ;7;2;3;-1;-1; 
2019;5732000;560,23593;11;11;1;0;1;2;2;3;3;103;2
2019;5732100;534,56934;11;11;1;0;1;7;3;4;2;310;2
2019;5733400; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;5733500;741,63247;11;11;3;0;3;6;3;4;2;310;2
2019;5733900;1731,88804;11;11;4;0;4;2;3;3;3;210;1
2019;5734100;484,35548;11;11;2;0;2;5;3;4;2;410;2
2019;5734200;147,35536;11;11;2;1;2;9;1;1;1;101;1
2019;5734300;735,19012;11;11;2;0;2;9;1;1;1;101;2
2019;5734700;448,86858;11;11;1;0;1;2;2;3;2;102;1
2019;5735300;1211,9465;11;11;1;0;1;4;3;4;3;410;2
2019;5735400;508,05547;11;11;2;0;2;5;2;3;2;101;1
2019;5735600;735,90935;11;11;3;1;3;4;3;4;3;410;2
2019;5735700; ;11;21;-3;-3; ;4;3;4;-1;-1; 
2019;5735800;584,30061;11;11;1;0;1;8;2;3;1;101;2
2019;5735801; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;5736100;431,23882;11;11;1;0;1;3;3;4;3;410;2
2019;5736500;1204,92658;11;11;4;1;4;9;1;1;1;101;1
2019;5736800;323,27678;11;11;2;0;2;9;1;1;1;101;2
2019;5737000;392,75542;11;11;2;0;2;9;1;1;1;101;2
2019;5737100; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;5737200;1152,83558;11;11;1;0;1;4;2;3;2;102;1
2019;5737400; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5737500;629,63592;11;11;1;0;1;5;3;4;3;220;1
2019;5737700;724,21887;11;11;3;1;3;8;3;4;3;410;1
2019;5737800;898,58713;11;11;2;0;2;3;3;4;3;410;1
2019;5737900;940,03648;11;11;4;1;4;9;1;1;1;101;1
2019;5738000;457,06059;11;11;2;0;2;4;2;4;3;102;2
2019;5739000;1048,47345;11;11;5;3;5;7;3;4;3;430;2
2019;5739100;235,21342;11;11;1;0;1;9;1;1;1;101;2
2019;5739700;594,67289;11;11;2;0;2;3;2;3;3;210;1
2019;5739900; ;11;22;-3;-3; ;2;3;3;-1;-1; 
2019;5740100;478,15776;11;11;2;0;2;3;2;4;2;101;1
2019;5740300;988,20482;11;11;3;0;3;9;1;1;1;101;1
2019;5740400;621,67599;11;11;2;0;2;7;2;3;2;103;2
2019;5740600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5740700; ;11;21;-3;-3; ;5;2;3;-1;-1; 
2019;5741000;480,01566;11;11;2;0;2;9;1;1;1;101;2
2019;5741400;2074,36666;11;11;4;0;4;4;3;4;2;410;1
2019;5741900;551,51057;11;11;1;0;1;5;1;2;2;101;1
2019;5742100;475,88497;11;11;1;0;1;6;3;4;3;430;2
2019;5742200; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;5742300;339,71119;11;11;2;0;2;6;3;4;3;430;2
2019;5742600; ;11;22;-3;-3; ;8;2;4;-1;-1; 
2019;5742700;461,02069;11;11;1;0;1;4;3;4;3;410;2
2019;5742800; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5743000; ;11;21;-3;-3; ;4;2;4;-1;-1; 
2019;5743100;572,27998;11;11;1;0;1;3;3;3;3;310;1
2019;5743200;557,85876;11;11;2;0;2;2;3;4;2;410;1
2019;5743300;395,18079;11;11;2;0;2;6;1;2;2;101;2
2019;5743400;608,57471;11;11;1;0;1;8;3;4;3;310;1
2019;5743500; ;11;22;-3;-3; ;5;2;3;-1;-1; 
2019;5743600;780,32548;11;11;2;0;2;7;2;3;3;103;1
2019;5743700;536,53612;11;11;4;2;4;1;3;4;3;310;2
2019;5743900;371,97841;11;11;2;0;2;3;2;4;3;101;2
2019;5744000; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5744100;444,02329;11;11;1;0;1;5;2;4;2;101;1
2019;5744200;969,55419;11;11;5;3;5;6;1;2;2;101;1
2019;5744500;396,35618;11;11;2;1;2;6;1;2;2;101;1
2019;5744700;937,06717;11;11;1;0;1;9;1;1;1;101;2
2019;5744900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5745100;493,42743;11;11;1;0;1;4;3;4;3;410;2
2019;5745200;453,32105;11;11;1;0;1;4;2;3;2;103;1
2019;5745800;646,12494;11;11;3;1;3;3;3;4;2;310;1
2019;5745900;641,49062;11;11;1;0;1;5;1;2;2;101;1
2019;5746100; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5746200;589,08422;11;11;2;0;2;9;1;1;1;101;2
2019;5746400;408,86715;11;11;1;0;1;3;3;4;3;310;2
2019;5746600;488,98401;11;11;5;3;5;2;3;4;2;410;2
2019;5746800;491,81992;11;11;1;0;1;3;2;4;3;101;2
2019;5746900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5747000; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5747200; ;-3;-3;-3;-3; ;5;2;4;-1;-1; 
2019;5747300;493,99601;11;11;1;0;1;3;3;4;3;410;1
2019;5748000; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;5748100;477,98688;11;11;1;0;1;6;2;4;2;410;1
2019;5748300;384,5157;11;11;4;2;4;6;3;4;3;220;1
2019;5748400; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5748600;718,85924;11;11;3;1;3;9;1;1;1;101;2
2019;5748700;364,72273;11;11;3;1;3;3;2;3;2;102;2
2019;5748800; ;-3;-3;-3;-3; ;7;2;4;-1;-1; 
2019;5748900;338,52721;11;11;4;2;4;6;3;4;3;410;1
2019;5749100; ;11;22;-3;-3; ;4;2;3;-1;-1; 
2019;5749200;246,05741;11;11;3;0;3;6;3;4;3;420;1
2019;5749400; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5749500;323,51897;11;11;2;0;2;9;1;1;1;101;2
2019;5749700; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5749800; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5750000;491,77421;11;11;2;0;2;8;2;3;1;101;2
2019;5750300;710,00703;11;11;2;0;2;2;2;3;3;103;2
2019;5750700;414,53852;11;11;1;0;1;2;3;4;3;310;1
2019;5750900; ;11;28;-3;-3; ;4;2;3;-1;-1; 
2019;5751800;477,01134;11;11;1;0;1;6;1;2;2;101;1
2019;5752200;82,10081;11;11;2;0;2;3;3;4;3;430;2
2019;5752300;321,58829;11;11;1;0;1;4;3;4;3;430;2
2019;5752500;525,73491;11;11;1;0;1;2;2;3;3;210;2
2019;5752600;460,35266;11;11;2;0;2;3;3;4;3;420;1
2019;5752700;329,75458;11;11;1;0;1;9;1;1;1;101;2
2019;5752800;652,83369;11;11;4;2;4;4;2;4;2;210;2
2019;5753000;164,93767;11;11;2;0;2;9;1;1;1;101;2
2019;5753300;595,06755;11;11;1;0;1;6;1;2;2;101;1
2019;5753400;598,19135;11;11;1;0;1;8;2;3;3;103;2
2019;5753600;691,83958;11;11;1;0;1;6;3;4;3;410;1
2019;5753700;342,29319;11;11;2;0;2;6;3;4;3;420;1
2019;5754100; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;5754200;569,18302;11;11;3;1;3;9;1;1;1;101;2
2019;5754300;439,84301;11;11;1;0;1;4;2;3;2;102;1
2019;5754400;250,75169;11;11;2;0;2;9;1;1;1;101;1
2019;5754600;582,03735;11;11;1;0;1;2;1;2;2;101;1
2019;5755400;424,73756;11;11;1;0;1;4;3;4;3;410;1
2019;5755500;601,17274;11;11;2;0;2;4;3;4;2;310;2
2019;5755800;956,37618;11;11;3;1;3;7;3;4;2;410;1
2019;5755900;597,71184;11;11;1;0;1;7;3;4;3;430;1
2019;5756000;357,83919;11;11;1;0;1;9;1;1;1;101;2
2019;5756100;412,13743;11;11;2;0;2;1;3;4;3;430;1
2019;5756600; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;5756800;558,29225;11;11;5;3;5;3;3;4;3;420;1
2019;5756900;442,50473;11;11;1;0;1;3;2;3;3;101;1
2019;5757200;372,07059;11;11;2;0;2;6;3;4;2;310;1
2019;5757400;322,65054;11;11;2;0;2;9;1;1;1;101;2
2019;5757500;363,5293;11;11;2;0;2;3;2;4;3;310;2
2019;5757800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5757900; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5758100; ;-3;-3;-3;-3; ;5;1;2;-1;-1; 
2019;5758200;462,83098;11;11;1;0;1;4;3;4;3;430;2
2019;5758300;426,5454;11;11;2;0;2;3;3;4;3;320;1
2019;5758400;708,40347;11;11;1;0;1;3;2;4;3;310;1
2019;5758500;818,43326;11;11;1;0;1;9;1;1;1;101;2
2019;5758600;460,04218;11;11;2;0;2;4;3;4;3;310;2
2019;5758700;365,13599;11;11;1;0;1;4;2;4;2;101;1
2019;5758800; ;-3;-3;-3;-3; ;6;1;2;-1;-1; 
2019;5758900;1311,76592;11;11;5;3;5;9;1;1;1;101;1
2019;5759200;569,35926;11;11;2;0;2;9;1;1;1;101;2
2019;5759300;314,87655;11;11;1;0;1;9;1;1;1;101;2
2019;5759700;621,75756;11;11;3;1;3;7;2;4;2;410;1
2019;5759800;476,86122;11;11;2;0;2;9;1;1;1;101;1
2019;5760100;1264,71583;11;11;1;0;1;9;1;1;1;101;2
2019;5760200; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5760300; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5760400;564,62574;11;11;1;0;1;6;2;4;3;220;2
2019;5760500; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5760600;571,95715;11;11;1;0;1;9;1;1;1;101;2
2019;5760700;1118,31139;11;11;4;1;4;3;2;4;3;410;2
2019;5761100;729,0188;11;11;1;0;1;5;1;2;2;101;2
2019;5761400;481,84402;11;11;2;0;2;2;2;3;2;102;2
2019;5761600;583,31362;11;11;2;0;2;4;2;4;3;310;1
2019;5761800; ;11;22;-3;-3; ;8;2;4;-1;-1; 
2019;5762000;541,39368;11;11;2;0;2;3;3;4;3;320;2
2019;5762100; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5762300;567,03665;11;11;4;2;4;9;1;1;1;101;2
2019;5762500;323,95445;11;11;1;0;1;9;1;1;1;101;1
2019;5762600;572,86391;11;11;4;1;4;9;1;1;1;101;2
2019;5762800;664,42821;11;11;2;0;2;1;2;4;3;102;1
2019;5763000;502,31889;11;11;1;0;1;4;3;4;3;410;2
2019;5763300;1161,33055;11;11;1;0;1;5;1;2;2;101;2
2019;5763500;92,71548;11;11;2;1;2;3;3;4;3;410;2
2019;5763600;450,83328;11;11;1;0;1;9;1;1;1;101;2
2019;5763800;890,28283;11;11;4;2;4;4;3;4;3;420;1
2019;5763900;537,71914;11;11;1;0;1;7;3;4;3;410;1
2019;5764000; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;5764200;1084,21239;11;11;3;1;3;9;1;1;1;101;2
2019;5764500;899,25951;11;11;2;0;2;9;1;1;1;101;2
2019;5764700; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5765000;492,13889;11;11;2;0;2;6;3;4;3;420;1
2019;5765400;523,48096;11;11;1;0;1;7;3;4;2;310;1
2019;5765600;415,54106;11;11;1;0;1;9;1;1;1;101;2
2019;5765900;662,18239;11;11;3;1;3;6;1;2;2;101;2
2019;5766000;575,31099;11;11;2;0;2;8;2;4;1;310;2
2019;5766100;1000,14424;11;11;3;1;3;9;1;1;1;101;2
2019;5766500;495,18141;11;11;3;1;3;4;2;4;3;102;1
2019;5766600;449,80927;11;11;1;0;1;3;3;4;3;220;1
2019;5766800; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5766900;659,63295;11;11;1;0;1;9;1;1;1;101;2
2019;5767000; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;5767100;474,04413;11;11;2;0;2;3;3;4;3;410;2
2019;5767400;781,81973;11;11;2;0;2;6;1;2;2;101;2
2019;5767500;482,81128;11;11;3;1;3;9;1;1;1;101;2
2019;5767900;673,05135;11;11;1;0;1;9;1;1;1;101;1
2019;5768200; ;11;28;-3;-3; ;3;2;4;-1;-1; 
2019;5768300;722,49892;11;11;1;0;1;9;1;1;1;101;2
2019;5768400; ;11;21;-3;-3; ;2;3;4;-1;-1; 
2019;5768500;372,13833;11;11;2;0;2;3;3;4;3;310;1
2019;5768600;587,2795;11;11;2;0;2;4;3;4;3;420;1
2019;5768700;623,15601;11;11;1;0;1;3;2;3;2;101;1
2019;5768800; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5768900;217,02257;11;11;1;0;1;9;1;1;1;101;2
2019;5769000;522,76774;11;11;2;0;2;3;2;4;3;220;1
2019;5769800;423,40422;11;11;2;0;2;6;2;3;3;103;2
2019;5770600;603,28192;11;11;2;0;2;3;2;3;3;220;1
2019;5770900; ;11;21;-3;-3; ;5;3;4;-1;-1; 
2019;5771000; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5771200;1002,57907;11;11;2;0;2;4;1;2;2;101;1
2019;5771300;657,92707;11;11;1;0;1;9;1;1;1;101;2
2019;5771400;479,92658;11;11;1;0;1;8;2;4;3;103;2
2019;5771500;856,02064;11;11;3;0;3;9;1;1;1;101;2
2019;5771700; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5771800;849,2762;11;11;1;0;1;8;2;3;1;101;2
2019;5772000; ;-3;-3;-3;-3; ;2;1;2;-1;-1; 
2019;5772300;595,91813;11;11;2;0;2;9;1;1;1;101;2
2019;5772500;450,2883;11;11;2;0;2;3;2;3;3;103;1
2019;5772800;395,79624;11;11;1;0;1;4;2;4;2;310;2
2019;5772900;650,32065;11;11;1;0;1;7;2;4;2;410;2
2019;5773100;590,70338;11;11;1;0;1;3;2;3;3;103;1
2019;5773200;440,0012;11;11;1;0;1;2;1;2;2;101;1
2019;5773600;1143,39208;11;11;3;0;3;3;2;3;2;103;2
2019;5773700;520,80881;11;11;1;0;1;3;2;3;2;103;1
2019;5774300;419,76522;11;11;1;0;1;4;2;3;3;102;2
2019;5774400; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5774500;733,64067;11;11;3;0;3;3;3;4;3;430;1
2019;5774800;355,55;11;11;1;0;1;3;3;4;3;330;1
2019;5774801;621,79855;11;11;1;0;1;3;3;4;3;420;1
2019;5775000;605,2259;11;11;2;0;2;4;1;2;2;101;2
2019;5775100;631,87189;11;11;3;1;3;3;2;3;2;101;1
2019;5775400;222,35919;11;11;2;0;2;9;1;1;1;101;2
2019;5775800; ;-3;-3;-3;-3; ;3;3;4;-1;-1; 
2019;5775900;512,84036;11;11;1;0;1;6;1;2;2;101;1
2019;5776100;524,06561;11;11;4;2;4;3;2;4;3;310;2
2019;5776200;895,20524;11;11;2;0;2;8;2;4;1;101;2
2019;5776400;418,44877;11;11;1;0;1;9;1;1;1;101;2
2019;5776600; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5776700;912,02175;11;11;2;0;2;4;2;4;3;220;2
2019;5776900;504,86103;11;11;4;2;4;4;3;4;2;310;2
2019;5777000; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5777200;1125,08518;11;11;1;0;1;9;1;1;1;101;2
2019;5777300;608,0167;11;11;2;0;2;7;2;3;3;103;1
2019;5777400;512,17543;11;11;1;0;1;4;2;3;3;102;1
2019;5777700;196,3069;11;11;2;0;2;6;1;2;2;101;1
2019;5778000;1294,40874;11;11;2;0;2;9;1;1;1;101;2
2019;5778300;562,88535;11;11;1;0;1;4;3;4;3;410;2
2019;5778500;438,04393;11;11;1;0;1;6;2;4;2;410;2
2019;5778600; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5778700; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5778800;584,6339;11;11;3;1;3;3;2;3;3;102;2
2019;5778900;846,24567;11;11;1;0;1;2;1;2;2;101;2
2019;5779000;434,70538;11;11;2;0;2;9;1;1;1;101;2
2019;5779300;681,58424;11;11;1;0;1;5;1;2;2;101;2
2019;5779400; ;-3;-3;-3;-3; ;2;3;4;-1;-1; 
2019;5779800;476,87914;11;11;2;0;2;6;2;4;3;103;1
2019;5779900;314,52801;11;11;2;0;2;6;3;4;3;210;2
2019;5780200;376,46866;11;11;1;0;1;6;3;4;3;310;1
2019;5780300;567,92097;11;11;1;0;1;3;2;3;2;101;2
2019;5780400;636,30629;11;11;2;0;2;3;2;3;3;103;1
2019;5780500; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5780600;686,30072;11;11;2;0;2;9;1;1;1;101;2
2019;5780800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5781000; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;5781100;116,08254;11;11;2;1;2;3;3;4;2;410;2
2019;5781400;1073,92758;11;11;4;1;4;7;3;4;3;430;2
2019;5781401; ;11;28;-3;-3; ;7;3;4;-1;-1; 
2019;5781500;1061,05972;11;11;2;0;2;7;2;4;3;103;1
2019;5781700; ;-3;-3;-3;-3; ;7;3;4;-1;-1; 
2019;5781800; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5781900;1401,78273;11;11;4;2;4;4;3;4;3;410;1
2019;5782100;419,29398;11;11;1;0;1;3;3;4;3;410;2
2019;5782300;1136,57557;11;11;3;0;3;6;1;2;2;101;1
2019;5782500;440,30947;11;11;5;3;5;3;2;3;2;103;2
2019;5783100;482,44984;11;11;1;0;1;4;1;2;2;101;2
2019;5783200;1317,06135;11;11;3;0;3;5;1;2;2;101;2
2019;5783400;669,8343;11;11;4;2;4;3;2;3;2;102;2
2019;5783800;523,2997;11;11;2;0;2;6;3;4;3;103;2
2019;5784100;383,98033;11;11;2;0;2;3;3;4;3;410;1
2019;5784200;879,86099;11;11;2;0;2;4;1;2;2;101;2
2019;5784400;587,97672;11;11;2;0;2;9;1;1;1;101;2
2019;5784600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5784700;834,66474;11;11;4;2;4;9;1;1;1;101;1
2019;5784701; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5784800;439,49734;11;11;1;0;1;3;3;4;3;410;2
2019;5784900;313,55435;11;11;1;0;1;6;3;4;3;420;1
2019;5785000;609,10245;11;11;1;0;1;8;2;3;1;101;2
2019;5785200;97,39052;11;11;5;3;5;4;2;3;3;102;2
2019;5785400; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5785500;797,36296;11;11;2;0;2;4;3;4;3;310;1
2019;5785501; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5785600; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;5785700;748,67108;11;11;2;0;2;2;1;2;2;101;2
2019;5785900;433,27376;11;11;4;2;4;6;3;4;3;420;2
2019;5786300;833,99851;11;11;3;0;3;3;2;4;3;310;1
2019;5786400;840,65857;11;11;1;0;1;9;1;1;1;101;1
2019;5786500;707,00104;11;11;4;2;4;4;3;4;3;410;1
2019;5786600;421,93944;11;11;6;4;6;6;3;4;3;410;1
2019;5786700;1191,80879;11;11;3;2;3;5;2;4;2;101;2
2019;5786800;1758,76073;11;11;3;0;3;2;3;4;2;410;2
2019;5786900;560,10582;11;11;1;0;1;7;3;4;3;410;1
2019;5787100;497,115;11;11;2;0;2;5;3;4;2;310;2
2019;5787200; ;11;21;-3;-3; ;8;2;4;-1;-1; 
2019;5787300;184,73681;11;11;2;1;2;3;2;4;2;101;2
2019;5787500;749,42166;11;11;2;0;2;5;2;3;2;101;2
2019;5787700;694,11183;11;11;1;0;1;8;2;3;1;101;1
2019;5787900;417,14954;11;11;2;0;2;6;1;2;2;101;2
2019;5788100; ;-3;-3;-3;-3; ;6;2;4;-1;-1; 
2019;5788200;469,02853;11;11;1;0;1;3;2;3;3;102;1
2019;5788300; ;-3;-3;-3;-3; ;3;2;3;-1;-1; 
2019;5788400;1174,44533;11;11;3;0;3;9;1;1;1;101;1
2019;5788900;734,14723;11;11;4;1;4;9;1;1;1;101;1
2019;5789400;478,63148;11;11;1;0;1;6;3;4;3;420;1
2019;5789600;479,29666;11;11;2;0;2;3;3;4;3;310;1
2019;5789800; ;11;21;-3;-3; ;4;2;4;-1;-1; 
2019;5789900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5790000;465,94173;11;11;2;0;2;2;3;4;2;310;1
2019;5790100; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5790200; ;21;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5790300;268,18519;11;11;3;1;3;1;3;4;3;410;1
2019;5790400;776,38494;11;11;2;0;2;2;2;3;3;103;1
2019;5790500; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5790600; ;26;-3;-3;-3; ;4;2;4;-1;-1; 
2019;5790700;318,4536;11;11;2;0;2;3;3;4;3;410;1
2019;5790800;412,73468;11;11;2;0;2;3;2;4;2;101;1
2019;5790900; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5791000; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5791100; ;11;21;-3;-3; ;4;2;3;-1;-1; 
2019;5791200;549,45783;11;11;2;0;2;3;2;4;2;101;1
2019;5791300; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;5791400;502,01662;11;11;1;0;1;9;1;1;1;101;1
2019;5791500; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;5791600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5791700; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;5791800;479,45133;11;11;1;0;1;3;2;4;2;101;1
2019;5791900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5792000;395,45882;11;11;2;0;2;6;2;3;3;103;1
2019;5792100; ;11;22;-3;-3; ;8;2;4;-1;-1; 
2019;5792200; ;11;22;-3;-3; ;3;3;3;-1;-1; 
2019;5792300; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;5792400;417,38464;11;11;2;0;2;3;2;3;3;103;1
2019;5792500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5792600; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5792700; ;24;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5792800; ;11;24;-3;-3; ;3;2;4;-1;-1; 
2019;5792900; ;26;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5793000; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5793100;592,26607;11;11;1;0;1;6;2;3;3;103;1
2019;5793200;370,82515;11;11;1;0;1;4;1;2;2;101;1
2019;5793300;720,06825;11;11;2;0;2;8;2;3;1;101;1
2019;5793400; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5793500;665,90488;11;11;2;0;2;4;3;4;2;310;1
2019;5793600; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5793700;234,82906;11;11;1;0;1;4;3;4;3;310;1
2019;5793800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5793900;829,32681;11;11;2;0;2;9;1;1;1;101;1
2019;5794000;366,11022;11;11;1;0;1;6;3;4;2;330;1
2019;5794100;849,18618;11;11;3;0;3;3;3;4;2;310;1
2019;5794200;367,98891;11;11;1;0;1;9;1;1;1;101;1
2019;5794300; ;-3;-3;-3;-3; ;8;2;4;-1;-1; 
