jahr;HID;hgew;D002000;D003000;D004010;D004020;hsize;bundesld;db100;region;oecdregtyp;urtyp;modus
2019;5167300; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;5167400;607,71284;11;11;2;0;2;6;3;4;3;420;2
2019;5167600;229,32646;11;11;3;0;3;2;2;3;3;103;2
2019;5167700;630,01079;11;11;1;0;1;4;1;2;2;101;2
2019;5168000;752,49208;11;11;1;0;1;9;1;1;1;101;2
2019;5168100;1397,17464;11;11;1;0;1;3;2;3;3;103;2
2019;5168400;635,08826;11;11;1;0;1;5;2;4;2;310;2
2019;5168500;464,65321;11;11;3;0;3;6;2;4;2;101;2
2019;5168800;541,33445;11;11;2;0;2;3;2;4;3;310;2
2019;5168900;1212,52193;11;11;1;0;1;9;1;1;1;101;2
2019;5169300;233,12217;11;11;1;0;1;9;1;1;1;101;2
2019;5169500;1285,87142;11;11;1;0;1;9;1;1;1;101;2
2019;5169700;466,8896;11;11;1;0;1;4;2;4;3;310;1
2019;5169800;517,64874;11;11;2;0;2;9;1;1;1;101;2
2019;5169900;417,34193;11;11;2;0;2;6;3;4;3;430;2
2019;5170300; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;5170500;932,21447;11;11;1;0;1;6;3;4;2;410;2
2019;5170600;284,35922;11;11;2;0;2;9;1;1;1;101;2
2019;5170700;332,0021;11;11;3;1;3;3;2;4;3;310;2
2019;5170800;2061,00634;11;11;1;0;1;8;2;3;1;101;2
2019;5171000;568,23244;11;11;1;0;1;9;1;1;1;101;2
2019;5171300;590,88717;11;11;2;0;2;9;1;1;1;101;2
2019;5171700;960,02701;11;11;2;0;2;9;1;1;1;101;2
2019;5171800;522,94989;11;11;4;2;4;6;3;4;2;410;1
2019;5172000;579,79418;11;11;1;0;1;7;3;4;3;410;2
2019;5172100;786,46192;11;11;4;2;4;7;1;2;2;101;2
2019;5172500;378,58243;11;11;2;0;2;7;2;4;2;101;2
2019;5172600;750,39084;11;11;1;0;1;6;1;2;2;101;2
2019;5172900;1430,00556;11;11;1;0;1;9;1;1;1;101;1
2019;5173100; ;-3;-3;-3;-3; ;4;3;4;-1;-1; 
2019;5173200;485,63843;11;11;2;0;2;3;3;4;3;430;1
2019;5173300;192,68561;11;11;2;1;2;9;1;1;1;101;2
2019;5173600;502,9381;11;11;1;0;1;9;1;1;1;101;2
2019;5173800;1014,11145;11;11;1;0;1;3;3;4;3;410;1
2019;5173900;461,90701;11;11;1;0;1;9;1;1;1;101;1
2019;5174000;1302,90836;11;11;3;0;3;3;3;4;2;410;2
2019;5174100;876,96247;11;11;2;0;2;7;3;4;2;410;2
2019;5174200;1038,82981;11;11;2;0;2;6;3;4;3;310;1
2019;5174500;706,90261;11;11;1;0;1;3;3;4;3;410;2
2019;5174600;1839,45735;11;11;2;0;2;3;2;4;2;310;2
2019;5174700;681,3412;11;11;2;0;2;1;3;4;3;410;2
2019;5175400;1441,97234;11;11;5;3;5;6;3;4;3;420;2
2019;5175600;868,0935;11;11;2;0;2;3;3;4;3;410;2
2019;5175700;772,76582;11;11;1;0;1;3;2;3;3;101;1
2019;5176300;626,44214;11;11;4;2;4;7;2;4;3;410;1
2019;5176500;554,74633;11;11;1;0;1;9;1;1;1;101;2
2019;5176700;746,36556;11;11;1;0;1;9;1;1;1;101;2
2019;5177100;563,09327;11;11;2;1;2;9;1;1;1;101;2
2019;5177300;2068,09105;11;11;2;0;2;6;1;2;2;101;2
2019;5177800;474,75017;11;11;3;1;3;6;3;4;3;103;2
2019;5178000;550,43907;11;11;1;0;1;3;3;4;3;330;1
2019;5178100;1377,13143;11;11;5;2;5;1;2;3;3;103;2
2019;5178400;211,26772;11;11;2;0;2;2;2;3;3;103;2
2019;5178500;1003,30527;11;11;1;0;1;2;1;2;2;101;1
2019;5178600;920,68611;11;11;1;0;1;6;1;2;2;101;2
2019;5178800;893,61063;11;11;1;0;1;3;2;4;2;102;1
2019;5178900;714,56624;11;11;3;1;3;9;1;1;1;101;2
2019;5179000;494,38279;11;11;2;0;2;4;2;4;3;310;1
2019;5179100;366,61085;11;11;3;1;3;6;3;4;3;410;1
2019;5179200;1034,60946;11;11;1;0;1;4;2;3;3;220;2
2019;5179400;307,56984;11;11;2;0;2;3;3;4;3;420;1
2019;5179600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5179700;279,09596;11;11;3;2;3;3;3;4;3;410;2
2019;5179900;600,21386;11;11;2;0;2;6;2;3;2;102;1
2019;5180100; ;-3;-3;-3;-3; ;7;2;4;-1;-1; 
2019;5180400;409,80549;11;11;2;0;2;8;3;4;1;410;2
2019;5180600;1747,20243;11;11;4;1;4;5;1;2;2;101;2
2019;5180700; ;-3;-3;-3;-3; ;6;2;3;-1;-1; 
2019;5180900; ;11;21;-3;-3; ;3;2;4;-1;-1; 
2019;5181300;1081,24888;11;11;1;0;1;3;2;3;3;102;1
2019;5181400;505,41711;11;11;1;0;1;7;3;4;3;103;1
2019;5181500;1233,21907;11;11;1;0;1;7;3;4;3;410;1
2019;5181600;517,71543;11;11;1;0;1;9;1;1;1;101;2
2019;5181700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5181800;402,77706;11;11;1;0;1;3;2;4;2;101;2
2019;5182000;680,71891;11;11;1;0;1;7;3;4;2;310;1
2019;5182100;777,03862;11;11;1;0;1;9;1;1;1;101;2
2019;5182200;449,70955;11;11;2;0;2;2;2;3;3;103;1
2019;5182300;1414,3386;11;11;3;0;3;6;3;4;3;410;2
2019;5182400;743,95834;11;11;1;0;1;3;2;3;2;103;1
2019;5182600;2028,94507;11;11;3;1;3;4;2;4;3;210;1
2019;5183000;520,42597;11;11;1;0;1;9;1;1;1;101;2
2019;5183200;486,35805;11;11;2;0;2;9;1;1;1;101;2
2019;5183300;471,83934;11;11;2;0;2;7;2;4;2;101;1
2019;5183400;1329,06806;11;11;4;1;4;4;3;4;3;410;2
2019;5183600;648,84378;11;11;1;0;1;9;1;1;1;101;2
2019;5183700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5183900; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5184100; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5184200;427,06669;11;11;4;1;4;6;3;4;3;410;2
2019;5184400;439,8655;11;11;3;1;3;4;2;4;2;102;2
2019;5184500;1255,77623;11;11;3;1;3;9;1;1;1;101;1
2019;5184700;863,76014;11;11;4;1;4;6;3;4;3;310;1
2019;5184900;360,0052;11;11;2;0;2;7;2;4;2;101;2
2019;5185000; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5185100;845,82834;11;11;1;0;1;9;1;1;1;101;2
2019;5185200;363,08405;11;11;3;1;3;3;2;3;3;102;2
2019;5185300;509,35766;11;11;1;0;1;4;3;4;2;410;2
2019;5185600;742,73901;11;11;1;0;1;3;2;4;3;310;1
2019;5186000;470,28979;11;11;2;0;2;3;3;4;3;310;2
2019;5186200;413,08881;11;11;2;0;2;9;1;1;1;101;2
2019;5186300;572,34124;11;11;1;0;1;3;2;3;2;101;2
2019;5186400;1146,62384;11;11;4;1;4;2;3;4;2;310;2
2019;5186500;529,29142;11;11;1;0;1;9;1;1;1;101;1
2019;5186900;535,69893;11;11;2;0;2;3;3;4;3;310;2
2019;5187200;746,13074;11;11;2;0;2;2;1;2;2;101;2
2019;5187500;642,18813;11;11;4;2;4;9;1;1;1;101;1
2019;5187700;537,57629;11;11;3;1;3;5;3;4;3;420;1
2019;5188000;754,78123;11;11;2;0;2;4;3;4;2;310;2
2019;5188200; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5188600;606,60025;11;11;1;0;1;9;1;1;1;101;2
2019;5188700;422,69984;11;11;5;3;5;7;3;4;3;410;2
2019;5188900; ;11;22;-3;-3; ;6;2;3;-1;-1; 
2019;5189000;753,94953;11;11;2;0;2;6;2;3;3;103;2
2019;5189300;400,68891;11;11;2;0;2;3;2;4;3;101;2
2019;5189500;1458,15762;11;11;3;1;3;4;3;4;3;410;1
2019;5189700;395,93268;11;11;2;0;2;2;1;2;2;101;1
2019;5189800;850,73251;11;11;6;4;6;2;3;4;2;410;2
2019;5190000;833,79838;11;11;1;0;1;8;2;3;1;101;2
2019;5190200;283,68137;11;11;1;0;1;2;1;2;2;101;1
2019;5190300;945,15035;11;11;1;0;1;6;1;2;2;101;2
2019;5190400; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5190500; ;11;22;-3;-3; ;5;2;4;-1;-1; 
2019;5190800;367,78724;11;11;1;0;1;9;1;1;1;101;2
2019;5191000;786,65442;11;11;1;0;1;3;3;4;3;310;1
2019;5191300;1402,00917;11;11;1;0;1;4;1;2;2;101;2
2019;5191700;667,27506;11;11;1;0;1;2;3;4;2;410;2
2019;5192200;784,81864;11;11;1;0;1;4;2;3;2;101;1
2019;5192600;1142,71737;11;11;3;0;3;2;1;2;2;101;2
2019;5192700;923,97483;11;11;3;1;3;2;3;4;2;410;2
2019;5193300;848,46739;11;11;1;0;1;3;2;4;3;101;1
2019;5193301;918,21293;11;11;1;0;1;3;2;4;3;101;1
2019;5193400;1300,57012;11;11;4;2;4;4;1;2;2;101;1
2019;5194100;401,4045;11;11;3;1;3;1;3;4;3;420;2
2019;5194200;1218,10957;11;11;3;1;3;8;2;3;1;101;1
2019;5194300;1076,00905;11;11;3;0;3;1;3;4;3;420;2
2019;5195200;782,61847;11;11;2;0;2;3;3;4;3;410;2
2019;5195300;866,74411;11;11;1;0;1;7;3;4;3;410;2
2019;5195600;863,05483;11;11;1;0;1;4;1;2;2;101;1
2019;5195800;1218,35053;11;11;2;0;2;9;1;1;1;101;2
2019;5195900;354,31515;11;11;1;0;1;4;2;3;3;102;2
2019;5196100;656,87988;11;11;1;0;1;4;2;3;2;102;1
2019;5196300;1100,57343;11;11;2;0;2;6;3;4;3;430;2
2019;5196400; ;-3;-3;-3;-3; ;2;1;2;-1;-1; 
2019;5197300;1547,54894;11;11;5;3;5;2;3;4;3;410;1
2019;5197500;541,47331;11;11;2;0;2;1;3;4;3;420;1
2019;5197700;772,93233;11;11;2;0;2;6;2;3;2;102;1
2019;5197800; ;-3;-3;-3;-3; ;3;2;3;-1;-1; 
2019;5197900; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5198100; ;-3;-3;-3;-3; ;7;2;4;-1;-1; 
2019;5198200; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;5198400; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;5198500;935,06215;11;11;1;0;1;4;1;2;2;101;2
2019;5198600;432,911;11;11;1;0;1;3;2;4;2;410;2
2019;5199000;555,03953;11;11;1;0;1;4;2;3;2;102;1
2019;5199100;390,98097;11;11;2;0;2;3;2;4;2;410;2
2019;5199500;528,00621;11;11;1;0;1;9;1;1;1;101;1
2019;5200000;420,77503;11;11;1;0;1;9;1;1;1;101;2
2019;5200100;461,13737;11;11;1;0;1;2;3;4;3;410;1
2019;5200300;533,55061;11;11;1;0;1;4;3;4;3;420;2
2019;5200301;454,8906;11;11;1;0;1;4;3;4;3;420;2
2019;5200600;802,62263;11;11;2;0;2;2;1;2;2;101;2
2019;5200700;1138,32841;11;11;1;0;1;6;3;4;3;310;2
2019;5200701;877,76217;11;11;1;0;1;6;3;4;3;310;2
2019;5201000; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5201100;1585,30544;11;11;5;2;5;3;2;3;3;103;2
2019;5201300;1225,43583;11;11;1;0;1;2;2;3;3;103;2
2019;5201400;660,8401;11;11;1;0;1;6;1;2;2;101;1
2019;5201500;2450,14751;11;11;2;0;2;9;1;1;1;101;2
2019;5201700;409,4904;11;11;2;0;2;6;2;4;2;310;1
2019;5201800;967,90918;11;11;5;3;5;8;2;3;1;101;2
2019;5202100;1448,49754;11;11;1;0;1;3;2;3;2;103;2
2019;5202200;684,28988;11;11;1;0;1;4;3;4;3;310;2
2019;5202300;1012,13397;11;11;3;1;3;6;1;2;2;101;1
2019;5202500;391,26416;11;11;1;0;1;5;2;3;2;101;1
2019;5202600;910,80027;11;11;3;0;3;6;2;3;2;102;2
2019;5203300;1154,32173;11;11;3;1;3;2;1;2;2;101;1
2019;5203500;591,35322;11;11;2;0;2;3;2;4;2;101;2
2019;5203600; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;5203601; ;11;21;-3;-3; ;3;2;3;-1;-1; 
2019;5203800;2100,9999;11;11;1;0;1;4;3;4;3;410;2
2019;5203900;1326,88548;11;11;5;3;5;4;3;4;3;410;2
2019;5204000;923,23463;11;11;4;1;4;3;3;4;3;430;1
2019;5204100;646,31784;11;11;2;0;2;9;1;1;1;101;2
2019;5204300;574,55646;11;11;2;0;2;5;3;4;2;310;2
2019;5204700;972,30074;11;11;2;0;2;4;3;4;3;430;1
2019;5204900;264,40087;11;11;2;0;2;3;2;3;3;210;1
2019;5205100;1279,55813;11;11;4;2;4;3;2;3;3;210;2
2019;5205200;282,48787;11;11;1;0;1;4;2;4;2;310;2
2019;5205300;579,73422;11;11;1;0;1;9;1;1;1;101;1
2019;5205700; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;5205800;702,29226;11;11;1;0;1;4;3;4;3;410;1
2019;5206000;712,54564;11;11;1;0;1;9;1;1;1;101;2
2019;5206100; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5206300;503,37838;11;11;2;0;2;3;3;4;3;330;2
2019;5206400;1105,89268;11;11;3;0;3;4;3;4;3;410;2
2019;5206600;450,97882;11;11;1;0;1;3;2;4;3;410;2
2019;5206900;1720,26739;11;11;5;3;5;3;2;4;3;103;1
2019;5207100; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5207200;1080,18343;11;11;1;0;1;6;2;3;2;102;2
2019;5207600;465,70648;11;11;4;2;4;4;3;4;2;310;2
2019;5207700;485,37621;11;11;1;0;1;1;3;4;3;430;1
2019;5207900;1098,67086;11;11;2;0;2;6;3;4;3;420;1
2019;5208000;1538,37885;11;11;3;0;3;6;1;2;2;101;1
2019;5208100;551,54759;11;11;1;0;1;4;2;3;3;103;1
2019;5208300;384,47111;11;11;2;0;2;3;3;4;3;410;1
2019;5208500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5208600;730,9915;11;11;1;0;1;9;1;1;1;101;2
2019;5209000;418,57859;11;11;1;0;1;4;3;4;3;410;2
2019;5209100;699,37133;11;11;1;0;1;9;1;1;1;101;2
2019;5209200;388,19673;11;11;4;2;4;4;3;4;3;410;2
2019;5209300;428,30882;11;11;4;2;4;6;3;4;3;310;2
2019;5209600;1418,7004;11;11;1;0;1;4;3;4;3;410;2
2019;5209800; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5209900;408,50676;11;11;2;0;2;6;3;4;3;420;2
2019;5210100;605,20927;11;11;2;0;2;5;2;3;2;310;2
2019;5210200; ;-3;-3;-3;-3; ;3;3;4;-1;-1; 
2019;5210300;374,7003;11;11;1;0;1;6;1;2;2;101;2
2019;5210400;493,3556;11;11;2;0;2;3;3;4;3;410;2
2019;5210700; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;5210900;700,87759;11;11;4;2;4;1;3;4;3;430;1
2019;5211000;805,38847;11;11;3;1;3;9;1;1;1;101;2
2019;5211100;832,58346;11;11;1;0;1;9;1;1;1;101;2
2019;5211400;871,54375;11;11;2;0;2;5;3;4;2;310;2
2019;5211401; ;11;21;-3;-3; ;5;1;2;-1;-1; 
2019;5211500;216,74804;11;11;2;1;2;9;1;1;1;101;2
2019;5211600;1040,15648;11;11;2;0;2;6;3;4;3;410;2
2019;5211601;833,97691;11;11;3;1;3;6;3;4;3;410;2
2019;5211800;984,0415;11;11;1;0;1;3;2;3;2;102;2
2019;5211900;789,15006;11;11;2;0;2;3;3;4;3;310;1
2019;5212000;844,26493;11;11;2;0;2;9;1;1;1;101;1
2019;5212100;694,95349;11;11;2;0;2;9;1;1;1;101;1
2019;5212300;519,58509;11;11;1;0;1;9;1;1;1;101;2
2019;5213400;2530,98849;11;11;4;0;4;6;3;4;3;420;1
2019;5213900;561,59839;11;11;1;0;1;9;1;1;1;101;2
2019;5214000;269,71297;11;11;2;0;2;1;3;4;3;310;2
2019;5214100;221,54768;11;11;5;3;5;1;3;4;3;420;1
2019;5214300;539,83793;11;11;2;0;2;1;3;4;3;410;2
2019;5214600;621,99646;11;11;3;1;3;1;3;4;3;410;2
2019;5214900;516,94587;11;11;1;0;1;9;1;1;1;101;2
2019;5215500;1895,25096;11;11;2;0;2;9;1;1;1;101;1
2019;5215501; ;-3;-3;-3;-3; ;3;2;3;-1;-1; 
2019;5215600; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;5215700;301,21979;11;11;2;0;2;6;3;4;3;430;2
2019;5215800; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5216100;413,96416;11;11;1;0;1;7;2;4;3;103;2
2019;5216300;465,01872;11;11;1;0;1;4;3;4;3;310;2
2019;5216400;530,13674;11;11;2;0;2;9;1;1;1;101;2
2019;5216700;368,72698;11;11;2;0;2;9;1;1;1;101;2
2019;5216800;1760,69075;11;11;2;0;2;9;1;1;1;101;2
2019;5216900;331,82305;11;11;1;0;1;3;3;4;3;330;1
2019;5217300;425,7384;11;11;2;0;2;3;2;3;3;220;1
2019;5217400; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;5217500; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5217800;1574,93771;11;11;5;0;5;3;3;4;3;420;1
2019;5218200;932,00178;11;11;2;0;2;2;2;3;3;103;1
2019;5218300; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5218800;956,31656;11;11;1;0;1;4;2;3;2;101;1
2019;5218900;1345,1403;11;11;3;1;3;4;2;3;2;101;1
2019;5219100;1987,89542;11;11;4;0;4;4;1;2;2;101;1
2019;5219600;430,08337;11;11;2;0;2;4;2;3;2;101;1
2019;5219800;385,33732;11;11;2;0;2;7;2;4;3;210;2
2019;5219900;459,73214;11;11;2;0;2;5;2;3;2;310;2
2019;5220100; ;11;21;-3;-3; ;4;2;3;-1;-1; 
2019;5220400;369,82617;11;11;2;0;2;2;2;3;2;102;2
2019;5220600;1163,05689;11;11;2;0;2;6;3;4;3;420;2
2019;5220900;512,82437;11;11;2;0;2;9;1;1;1;101;2
2019;5221400;958,25327;11;11;1;0;1;5;2;3;3;220;2
2019;5221500;897,36692;11;11;1;0;1;3;2;4;3;410;2
2019;5221900;511,06669;11;11;2;0;2;6;3;4;3;310;2
2019;5222000;1725,98104;11;11;1;0;1;4;2;3;2;101;1
2019;5222200;624,27955;11;11;1;0;1;3;2;3;2;101;2
2019;5222300;603,85725;11;11;1;0;1;3;3;4;3;310;1
2019;5222400;440,78963;11;11;2;0;2;7;3;4;3;410;2
2019;5222500;362,37451;11;11;1;0;1;4;3;4;3;410;2
2019;5222900;286,57057;11;11;1;0;1;3;3;4;3;320;2
2019;5223000;426,00792;11;11;2;0;2;3;3;4;3;420;2
2019;5223100;659,42306;11;11;4;2;4;1;3;4;3;430;1
2019;5223200;266,58629;11;11;1;0;1;2;3;4;3;410;2
2019;5223400;359,56188;11;11;2;0;2;9;1;1;1;101;2
2019;5223900;1648,6023;11;11;4;2;4;8;2;4;3;103;2
2019;5224400;461,2491;11;11;2;0;2;6;3;4;2;410;2
2019;5224500;415,22811;11;11;1;0;1;9;1;1;1;101;1
2019;5224600;289,34567;11;11;1;0;1;7;3;4;3;430;1
2019;5224800;851,63026;11;11;3;2;3;9;1;1;1;101;2
2019;5225200;937,58214;11;11;4;1;4;8;2;3;1;101;2
2019;5225500;855,43931;11;11;2;0;2;6;2;3;2;102;1
2019;5225600;473,05632;11;11;2;0;2;6;1;2;2;101;1
2019;5225700;675,96518;11;11;1;0;1;2;3;4;2;310;1
2019;5225900;568,22658;11;11;1;0;1;4;3;4;2;310;2
2019;5226100;587,29265;11;11;1;0;1;7;2;4;2;101;1
2019;5226200;719,33939;11;11;1;0;1;3;3;4;2;310;1
2019;5226400;1988,50534;11;11;3;1;3;9;1;1;1;101;1
2019;5226800;413,90467;11;11;2;0;2;3;3;4;3;410;1
2019;5227000;578,49687;11;11;1;0;1;4;1;2;2;101;2
2019;5227100;432,07235;11;11;4;2;4;6;1;2;2;101;1
2019;5227400;557,86317;11;11;1;0;1;9;1;1;1;101;1
2019;5227600;793,90162;11;11;2;0;2;8;2;3;1;101;2
2019;5228500;435,46038;11;11;4;2;4;3;2;3;3;103;2
2019;5228600;1139,82137;11;11;3;1;3;6;3;4;3;420;2
2019;5228700; ;-3;-3;-3;-3; ;5;3;4;-1;-1; 
2019;5229000;691,92589;11;11;2;0;2;8;2;4;1;101;2
2019;5229100;418,25658;11;11;1;0;1;4;2;4;3;430;2
2019;5229300; ;11;21;-3;-3; ;8;2;3;-1;-1; 
2019;5229600;383,83079;11;11;1;0;1;6;3;3;3;220;1
2019;5229800;942,43591;11;11;1;0;1;6;1;2;2;101;2
2019;5230000;717,45873;11;11;3;1;3;5;3;4;3;420;1
2019;5230001;173,40284;11;11;3;1;3;5;2;4;3;420;1
2019;5230100;726,3026;11;11;1;0;1;4;1;2;2;101;2
2019;5230200;530,02211;11;11;2;0;2;4;3;4;2;410;2
2019;5230300;356,40366;11;11;4;1;4;2;3;4;3;410;2
2019;5230400;368,37055;11;11;2;0;2;3;2;4;2;101;2
2019;5230700;751,07077;11;11;1;0;1;3;3;4;2;410;2
2019;5230800;362,17273;11;11;3;1;3;3;3;4;3;410;2
2019;5230900;543,58475;11;11;2;0;2;9;1;1;1;101;2
2019;5231000;491,17021;11;11;2;0;2;9;1;1;1;101;2
2019;5231100;821,4679;11;11;3;1;3;1;3;4;3;420;1
2019;5231300;1351,23572;11;11;1;0;1;6;2;3;2;310;1
2019;5231600;528,87223;11;11;1;0;1;9;1;1;1;101;2
2019;5231700;715,51019;11;11;1;0;1;3;3;4;3;420;1
2019;5231900;1073,93257;11;11;1;0;1;2;3;4;3;410;1
2019;5232000;705,31134;11;11;1;0;1;5;2;4;2;310;2
2019;5232200;599,21018;11;11;1;0;1;9;1;1;1;101;2
2019;5232300;1980,23573;11;11;5;3;5;5;2;4;2;310;2
2019;5232400;603,08121;11;11;2;0;2;2;2;3;2;102;1
2019;5232800;740,00783;11;11;4;2;4;7;1;2;2;101;1
2019;5233100;499,2298;11;11;1;0;1;9;1;1;1;101;2
2019;5233300;1008,93355;11;11;1;0;1;3;3;4;2;410;2
2019;5233400;2939,33097;11;11;1;0;1;6;2;4;3;220;2
2019;5233500;417,07708;11;11;2;0;2;1;3;4;3;430;2
2019;5233700; ;11;21;-3;-3; ;2;3;4;-1;-1; 
2019;5233800;924,83663;11;11;3;0;3;4;3;4;2;310;1
2019;5233900;549,94563;11;11;2;0;2;4;2;3;2;101;1
2019;5234000;560,06008;11;11;1;0;1;9;1;1;1;101;2
2019;5234400;880,8295;11;11;3;0;3;5;3;4;2;310;2
2019;5234600;362,36185;11;11;2;0;2;3;2;4;2;101;2
2019;5234700;926,12726;11;11;2;0;2;6;2;3;2;310;2
2019;5234900;318,3443;11;11;1;0;1;9;1;1;1;101;2
2019;5235100;751,93705;11;11;4;2;4;1;3;4;3;420;2
2019;5235200;515,23735;11;11;1;0;1;4;3;4;3;410;1
2019;5235300;530,00151;11;11;1;0;1;9;1;1;1;101;1
2019;5235600;720,91517;11;11;1;0;1;4;1;2;2;101;1
2019;5236100;2109,98895;11;11;1;0;1;4;2;3;2;101;1
2019;5236500;799,41499;11;11;1;0;1;9;1;1;1;101;2
2019;5236700;868,54996;11;11;2;0;2;3;2;4;3;101;1
2019;5236701; ;11;21;-3;-3; ;3;2;4;-1;-1; 
2019;5237000;1584,69696;11;11;1;0;1;5;1;2;2;101;2
2019;5237100;741,44437;11;11;3;1;3;6;3;4;3;420;2
2019;5237300;589,41615;11;11;3;1;3;4;2;3;2;101;2
2019;5237500;455,05405;11;11;2;1;2;6;2;4;2;101;1
2019;5237700;254,79702;11;11;1;0;1;9;1;1;1;101;2
2019;5237900;360,47581;11;11;2;0;2;6;2;4;2;210;2
2019;5238400;1335,39811;11;11;2;0;2;4;2;3;2;101;2
2019;5238500;593,28023;11;11;3;1;3;3;3;4;3;410;2
2019;5238800;285,64275;11;11;1;0;1;2;1;2;2;101;2
2019;5239000;722,29927;11;11;1;0;1;5;2;3;2;101;1
2019;5239100;594,74806;11;11;1;0;1;4;3;4;3;410;1
2019;5239500;408,55738;11;11;2;0;2;1;3;4;3;420;2
2019;5240200;554,83595;11;11;1;0;1;9;1;1;1;101;1
2019;5240900;936,65961;11;11;4;2;4;8;3;4;3;430;2
2019;5241300;898,67965;11;11;3;1;3;3;3;4;2;430;2
2019;5241500;1945,06056;11;11;6;2;6;7;1;2;2;101;1
2019;5241700; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5241900;1157,42566;11;11;3;0;3;6;2;3;3;103;2
2019;5241901; ;11;21;-3;-3; ;6;2;3;-1;-1; 
2019;5242200;2565,84642;11;11;5;1;5;4;2;4;3;102;2
2019;5242300;410,80388;11;11;4;2;4;1;3;4;3;420;2
2019;5242400;276,62373;11;11;4;1;4;4;3;4;3;310;2
2019;5242500;224,65119;11;11;1;0;1;9;1;1;1;101;2
2019;5242600;452,47357;11;11;1;0;1;3;3;4;3;430;2
2019;5243000;594,87396;11;11;2;0;2;6;3;4;3;420;2
2019;5243100;333,61547;11;11;1;0;1;3;2;4;3;310;1
2019;5243200;485,79365;11;11;2;0;2;4;3;4;2;310;1
2019;5243300;1223,2283;11;11;1;0;1;3;2;3;2;101;1
2019;5243600;619,71151;11;11;2;0;2;6;3;4;3;430;1
2019;5243700;459,39859;11;11;2;0;2;6;3;4;3;420;2
2019;5243800;897,12029;11;11;4;1;4;6;3;4;3;210;1
2019;5244200; ;11;21;-3;-3; ;5;1;2;-1;-1; 
2019;5244400;469,91594;11;11;1;0;1;9;1;1;1;101;2
2019;5245100;1614,51945;11;11;2;0;2;9;1;1;1;101;2
2019;5245200;233,93384;11;11;1;0;1;9;1;1;1;101;2
2019;5245400;634,79146;11;11;1;0;1;4;3;4;3;310;1
2019;5245500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5245600;829,36217;11;11;1;0;1;9;1;1;1;101;2
2019;5245700; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5245900;692,67665;11;11;1;0;1;5;1;2;2;101;2
2019;5246100;801,07024;11;11;1;0;1;5;2;3;3;220;2
2019;5246600;757,01394;11;11;1;0;1;2;1;2;2;101;2
2019;5247000;2520,21066;11;11;6;2;6;4;3;4;3;410;2
2019;5247100;541,29313;11;11;1;0;1;9;1;1;1;101;2
2019;5247600; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5247700; ;11;22;-3;-3; ;6;2;3;-1;-1; 
2019;5248100;502,84547;11;11;2;0;2;9;1;1;1;101;2
2019;5248700;601,11249;11;11;1;0;1;4;3;4;3;310;1
2019;5249800;396,88432;11;11;2;0;2;4;2;4;3;410;2
2019;5250000;226,90128;11;11;1;0;1;9;1;1;1;101;2
2019;5250400;824,51359;11;11;1;0;1;2;3;4;2;410;2
2019;5250500;769,52591;11;11;1;0;1;8;2;4;1;101;2
2019;5250600;727,81116;11;11;1;0;1;5;1;2;2;101;2
2019;5250700;912,29412;11;11;1;0;1;5;1;2;2;101;2
2019;5250800; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;5251100; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5251300;301,47106;11;11;3;1;3;9;1;1;1;101;2
2019;5251500;333,92944;11;11;4;1;4;7;3;4;3;420;2
2019;5251700; ;11;28;-3;-3; ;4;2;4;-1;-1; 
