Hid;pid;pkzqu;ln;lnpkzqu;rb062;rb062_f;rb063;rb063_f;rb064;rb064_f;dgew;ngew
4600200;460020001;1;4809;480901;492,087761756698;1;693,722514357789;1;1033,68743640131;1; ;1,0430501544
4600200;460020002;2;4809;480902;486,301424808828;1;740,518017825845;1;1345,10341056023;1; ;1,0430501544
4600300;460030001;1;8943;894301;821,36251402473;1;1177,72969422698;1;2537,95930749976;1; ;1,0032486305
4600600;460060001;1;674;67401;752,60632089288;1;1122,15083827413;1;2420,31072356895;1; ;1,021651517
4600600;460060002;2;674;67402;732,939441323276;1;1102,41851633515;1;2433,39391743523;1; ;1,021651517
4600600;460060003;3;674;67403;846,768105233182;1;1261,24990680275;1;2753,23136404279;1; ;1,0430501544
4600800;460080001;2;1780;178002;545,91498103289;1;823,205985999877;1;1603,92099106383;1; ;1,0099771426
4600800;460080002;1;1780;178001;551,847989823222;1;824,795043920423;1;1571,16967614111;1; ;1,0099771426
4600800;460080003;3;1780;178003;554,856798501636;1;895,755885743367;1;1952,95444082218;1; ;1,0099771426
4600800;460080004;4;1780;178004;560,150248503151;1;914,308441881951;1;0;1; ;1,0099771426
4601200;460120001;1;2489;248901;914,884613639062;1;1297,73191944837;1;2851,82875869769;1; ;1,009924831
4601900;460190001;1;4392;439201;581,205443323464;1;799,599725178913;1;1474,29498096338;1; ;1,0180028649
4602000;460200001;1;3357;335701;643,688228949739;1;900,795976030627;1;1660,05927338114;1; ;1,0450271481
4602000;460200002;2;3357;335702;677,9923014106;1;956,292603173167;1;1754,41027276666;1; ;1,0450271481
4602800;460280001;1;1963;196301;696,479232229367;1;968,286981180414;1;1603,52540452919;1; ;1,1403346837
4602800;460280002;2;1963;196302;702,119825010614;1;983,591805087079;1;1622,10109141161;1; ;1,1403346837
4602900;460290001;2;1936;193602;711,164708652558;1;991,59546458657;1;1857,6608515753;1; ;1,0587140156
4602900;460290002;1;1936;193601;713,844695354826;1;1004,22442083809;1;1924,69061398381;1; ;1,1048851342
4602900;460290003;3;1936;193603;695,192275609278;1;1047,0175153368;1;2247,83493309362;1; ;1,0587140156
4602900;460290004;4;1936;193604;725,510005250811;1;1092,67854333386;1;2345,86429010941;1; ;1,1048851342
4603000;460300001;1;5078;507801;757,616184704349;1;1079,93183091611;1;2052,03894125242;1; ;1,062678662
4603000;460300002;2;5078;507802;787,132701977115;1;1131,06171463929;1;2139,0594180257;1; ;1,1069948403
4603100;460310001;1;996;99601;816,302146024263;1;1128,14043903749;1;2223,72873046641;1; ;1,0102694183
4603200;460320001;1;1785;178501;880,408667417483;1;1237,52525426124;1;2348,96508680397;1; ;1,0386776861
4603200;460320002;2;1785;178502;870,976774059695;1;1213,85957147407;1;2233,0370078352;1; ;1,021651517
4603300;460330001;1;6395;639501;852,223048193094;1;1211,1421729826;1;1949,32803184008;1; ;1,3141408857
4603400;460340002;1;6038;603801;781,467172115398;1;1225,34248469543;1;2326,45963485074;1; ;1,021651517
4603400;460340003;2;6038;603802;846,866814870706;1;1319,7786042065;1;2472,23874056562;1; ;1,0430501544
4603400;460340004;3;6038;603803;955,88024692176;1;1689,2436801166;1;2903,13725281072;1; ;1,0634872069
4603400;460340005;4;6038;603804;903,393519156156;1;1535,8009178696;1;3133,45787413682;1; ;1,1262329129
4603700;460370001;1;5048;504801;771,723424027928;1;1129,98242237069;1;2315,96170371427;1; ;1,0095069729
4603700;460370002;2;5048;504802;735,568290959831;1;1067,60265828915;1;2137,82820273703;1; ;1,0095069729
4603900;460390001;1;7587;758701;1021,08274252912;1;1500,46268318824;1;3491,3439740952;1; ;1,0343277062
4603900;460390002;2;7587;758702;1051,79656488036;1;1557,86572530624;1;3607,77505256304;1; ;1,0343277062
4603900;460390003;3;7587;758703;1482,95898061701;1;2169,29103832329;1;4706,55943369751;1; ;1,0682544809
4604100;460410001;1;3696;369601;1107,78116273636;1;1778,51593730292;1;4154,23504413242;1; ;1,0479223877
4604200;460420001;1;5421;542101;653,302704843251;1;879,714081009482;1;1981,30819122855;1; ;1,0729774471
4604200;460420002;2;5421;542102;672,102480260907;1;898,190681431192;1;1957,80241101221;1; ;1,0729774471
4604400;460440001;1;663;66301;2530,2974046498;1;4136,35551930487;1;8614,33824450441;1; ;1,1475537568
4604500;460450001;2;4439;443902;712,834869620108;1;1054,11861301934;1;2134,76401821606;1; ;1,0226314371
4604500;460450002;1;4439;443901;710,168492435053;1;1045,78164927902;1;2089,74044299365;1; ;1,0226314371
4604900;460490001;1;3887;388701;603,808144951962;1;825,810280268472;1;1647,68913716148;1; ;1,0078732117
4605500;460550001;1;808;80801;1167,02355627416;1;1687,6143401196;1;3174,54560813077;1; ;1,0800518553
4605600;460560001;1;2614;261401;725,513401611453;1;1034,17143399885;1;1965,08704877812;1; ;1,0330472317
4605600;460560002;2;2614;261402;770,600282796335;1;1094,46142156339;1;2062,77726714967;1; ;1,0330472317
4605800;460580001;1;9244;924401;1067,60323052241;1;1643,8677880155;1;4021,93100689631;1; ;1,0078188528
4605800;460580002;2;9244;924402;1203,2701309881;1;1827,02244896881;1;4058,71724648787;1; ;1,0133470766
4605800;460580003;3;9244;924403;1049,95697042989;1;1750,32143400145;1;4550,36480037736;1; ;1,0133470766
4605900;460590001;1;8449;844901;816,776781021469;1;1164,26135342198;1;2212,27818888389;1; ;1,0369599562
4605900;460590002;2;8449;844902;785,621804930902;1;1128,8906476776;1;2134,95350481913;1; ;1,0369599562
4606100;460610001;2;4408;440802;792,790269652736;1;1127,28983901695;1;2076,18799451426;1; ;1,0098915256
4606100;460610002;1;4408;440801;821,275395620387;1;1158,37472285679;1;2143,6592539626;1; ;1,0060261168
4606500;460650001;1;2630;263001;1181,19801508545;1;1695,63517706635;1;3588,84383098705;1; ;1,0020652651
4606800;460680001;1;632;63201;655,678182262111;1;909,177569394852;1;1677,69907008645;1; ;1,0034094214
4607000;460700001;3;5567;556703;1801,33420158681;1;2884,75703172132;1;6318,2491030656;1; ;1,0013502289
4607000;460700002;2;5567;556702;1534,69644248555;1;2271,172096672;1;4536,99282177773;1; ;1,0013502289
4607000;460700003;1;5567;556701;2629,01059297518;1;3900,37886700069;1;7776,19211783729;1; ;1,005998615
4607000;460700004;4;5567;556704;1566,59547357036;1;2477,33116711791;1;5380,70505192414;1; ;1,005998615
4607000;460700005;5;5567;556705;1462,85724129205;1;0;1;0;1; ;1,0013502289
4607000;460700006;6;5567;556706;1462,85724129205;1;0;1;0;1; ;1,0013502289
4607100;460710001;1;2492;249201;926,948093480524;1;1383,64358554155;1;2708,5695649293;1; ;1,0301841921
4607100;460710002;2;2492;249202;895,548604415566;1;1324,95553613692;1;2538,45540814755;1; ;1,0301841921
4607100;460710003;3;2492;249203;1008,79954217473;1;1484,68440729837;1;2828,65526396035;1; ;1,0600158469
4607100;460710004;4;2492;249204;920,111795304464;1;1359,85166251494;1;2628,73929795747;1; ;1,0600158469
4607100;460710005;5;2492;249205;875,71797183518;1;1399,31796213406;1;3052,30366804065;1; ;1,0600158469
4607300;460730001;1;6415;641501;986,227822774335;1;1495,66213945186;1;2479,77435866647;1; ;1,0626535094
4607300;460730002;2;6415;641502;971,512005852313;1;1486,47276213879;1;2530,28099797015;1; ;1,0367030609
4607300;460730003;3;6415;641503;1271,9748193407;1;1926,80360190252;1;3251,09828916779;1; ;1,0729774471
4607300;460730004;4;6415;641504; ; ; ; ; ; ; ;1,124575255
4607500;460750001;1;175;17501;1050,83981592382;1;1596,24330723433;1;3503,04006976943;1; ;1,0111050471
4607500;460750003;2;175;17502;1109,3874372742;1;1669,09457217857;1;3626,13803920237;1; ;1,0338637991
4607500;460750004;3;175;17503;982,759704501674;1;1478,58073151601;1;3212,2432868401;1; ;1,0111050471
4607600;460760001;1;4094;409401;510,205566951476;1;731,155250456708;1;1125,90004147784;1; ;1,0450271481
4607600;460760002;2;4094;409402;519,969369873436;1;751,073856274243;1;1151,45227635919;1; ;1,0263773598
4608200;460820001;1;7747;774701;1264,06683854447;1;1820,2729539228;1;3538,74041248429;1; ;1,1413455231
4608200;460820002;2;7747;774702;1354,46887891742;1;1967,71347651782;1;3918,54299311761;1; ;1,1413455231
4608200;460820003;3;7747;774703;1882,41549444789;1;2707,45168140805;1;5334,64605479488;1; ;1,2810401966
4608200;460820004;4;7747;774704;1391,10792171626;1;1992,4367004759;1;3864,22175220619;1; ;1,2810401966
4608400;460840001;1;7239;723901;683,142962980644;1;1045,25049716358;1;1779,23036227482;1; ;1,0655653581
4608400;460840002;2;7239;723902;736,729174252486;1;1117,28538529703;1;1852,43416724299;1; ;1,0655653581
4608400;460840003;3;7239;723903;733,843301467071;1;1214,78886835849;1;2307,20206491954;1; ;1,0655653581
4608400;460840004;4;7239;723904;756,61616930026;1;1238,97432516561;1;2397,87339450819;1; ;1,0655653581
4608800;460880001;1;7748;774801;923,100909120914;1;1332,40622949152;1;2804,92950955688;1; ;1,0172289175
4608800;460880002;2;7748;774802;884,471018882661;1;1287,09126853733;1;2696,13159709186;1; ;1,0172289175
4609100;460910001;1;3437;343701;846,185294626792;1;1203,93187702634;1;2610,72556024451;1; ;1,0022612722
4609200;460920001;1;5542;554201;1344,44223080354;1;1914,32316625215;1;4071,78121077418;1; ;1,0055072118
4609600;460960001;1;558;55801;1687,23804578965;1;2254,04521119671;1;4020,59261111616;1; ;1,0229641853
4609600;460960002;2;558;55802;1706,70172221833;1;2270,37485355329;1;3982,92753969209;1; ;1,0700271279
4609900;460990001;1;8267;826701;897,030761747199;1;1422,34483264334;1;2890,3863002874;1; ;1,4354916734
4609900;460990002;2;8267;826702;1116,38756205069;1;1755,08571113604;1;3517,0510338161;1; ;1,7434007137
4609900;460990003;3;8267;826703;1107,08307287084;1;1873,90318798183;1;4112,60192032678;1; ;1,7434007137
4609900;460990004;4;8267;826704;1156,98006268997;1;0;1;0;1; ;1,7434007137
4610000;461000001;1;1982;198201;1453,89683046868;1;2098,83703655873;1;4188,68297647008;1; ;1,0643543245
4610000;461000002;2;1982;198202; ; ; ; ; ; ; ;1,0643543245
4610500;461050001;1;1641;164101;525,727269062316;1;710,151141549095;1;1416,94413083148;1; ;1,010510636
