"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","APPRPRYB","APPR_RYB","SRVCMOB","SRVCMOB_","REPAIRX","REPAIRX_","APPRPB1","APPRPB1_","APPRPB2","APPRPB2_","APPRPB3","APPRPB3_","APPRPB4","APPRPB4_","APPRPB5","APPRPB5_","APPRPB6","APPRPB6_","APPRPB7","APPRPB7_","APPRPB8","APPRPB8_","APPRPB9","EQBPURCH","APPRPB9_"
"20193","04071863","2","2","1","130","D","06","D","94","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04071863","2","3","1","190","D","06","D","65","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04071863","2","4","1","200","D","06","D","76","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04072423","1","0","1","110","D","05","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04072423","2","0","1","110","D","06","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04072423","3","0","2","110","D","04","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073013","4","0","1","190","D","06","D","58","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073013","5","0","2","190","D","04","D","58","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073223","12","0","1","190","D","05","D","1545","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073313","6","0","1","130","D","05","D","284","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073363","7","0","1","190","D","04","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073363","8","0","1","190","D","05","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073363","9","0","1","190","D","06","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073413","8","0","1","190","D","06","D","185","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073423","16","0","1","220","D","05","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073423","17","0","1","220","D","06","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073423","18","0","2","220","D","04","D","26","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073803","17","0","1","190","D","06","D","101","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073853","21","0","2","190","D","04","D","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073953","6","0","1","190","D","04","D","102","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04073953","7","0","1","190","D","06","D","102","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074073","3","0","1","220","D","05","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074433","7","0","2","190","D","04","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074613","4","0","2","130","D","04","D","108","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074773","12","0","1","190","D","04","D","178","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074773","13","0","1","190","D","06","D","289","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074793","7","0","1","190","D","04","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074793","8","0","1","190","D","05","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074793","9","0","1","190","D","06","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074793","10","0","1","200","D","04","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04074793","11","0","2","190","D","04","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075533","2","0","1","110","D","06","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075563","4","0","1","190","D","06","D","2150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075853","12","0","1","190","D","05","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075853","13","0","1","190","D","06","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075993","9","0","1","100","D","04","D","13","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075993","10","0","1","100","D","05","D","13","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075993","11","0","1","100","D","06","D","13","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075993","12","0","1","190","D","05","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04075993","13","0","1","190","D","05","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076013","36","0","1","190","D","06","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076073","19","0","1","130","D","04","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076073","20","0","1","130","D","05","D","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076073","21","0","1","190","D","06","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076073","22","0","1","200","D","05","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076503","8","0","2","110","D","04","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076533","7","0","1","190","D","04","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076533","8","0","1","190","D","05","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04076533","9","0","1","190","D","06","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077023","4","0","2","190","D","04","D","113","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077053","14","0","1","110","D","05","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077053","15","0","1","110","D","06","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077053","16","0","2","110","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077883","11","0","1","210","D","04","D","","H","100","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077883","11","1","1","100","D","04","D","536","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077883","11","2","1","110","D","04","D","334","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077883","12","0","1","110","D","05","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04077883","13","0","1","110","D","06","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078143","8","0","1","110","D","04","D","94","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078253","9","0","1","200","D","04","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078553","10","0","1","190","D","06","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078603","9","0","1","190","D","06","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078633","7","0","1","130","D","04","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04078793","2","0","1","190","D","05","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04079073","2","0","2","130","D","04","D","407","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04079173","8","0","1","130","D","05","D","285","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04079183","4","0","1","190","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04079183","5","0","1","190","D","06","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04079253","5","0","1","110","D","06","D","243","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090673","9","0","1","190","D","05","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090673","10","0","1","150","D","06","D","6","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090793","9","0","1","110","D","05","D","68","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090793","10","0","1","110","D","06","D","68","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090793","11","0","1","110","D","07","D","68","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090913","4","0","1","200","D","06","D","82","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04090953","2","0","1","130","D","07","D","625","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091033","10","0","1","190","D","05","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091033","11","0","1","190","D","06","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091033","12","0","1","190","D","07","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091603","4","0","1","190","D","06","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091683","8","0","1","200","D","05","D","46","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091683","9","0","1","200","D","06","D","46","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091683","10","0","1","200","D","07","D","46","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04091833","2","0","1","100","D","07","D","195","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092023","4","0","1","200","D","05","D","56","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092243","14","0","1","190","D","05","D","161","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092833","2","0","1","190","D","05","D","59","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092833","3","0","1","190","D","07","D","59","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092833","4","0","1","170","D","06","D","290","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04092833","5","0","1","170","D","07","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093323","5","0","1","210","D","06","D","","H","210","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093323","5","1","1","110","D","06","D","70","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093323","5","2","1","150","D","06","D","18","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093323","5","3","1","190","D","06","D","73","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093323","5","4","1","220","D","06","D","39","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093453","26","0","1","190","D","05","D","107","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093523","1","0","1","130","D","07","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093773","10","0","1","200","D","05","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093773","11","0","1","200","D","06","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04093773","12","0","1","200","D","07","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094013","5","0","1","190","D","06","D","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094613","7","0","1","190","D","06","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094633","2","0","2","130","D","05","D","209","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094673","8","0","1","190","D","06","D","113","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094763","3","0","1","190","D","05","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094863","4","0","1","200","D","05","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094863","5","0","1","200","D","06","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094863","6","0","1","200","D","07","D","14","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094983","21","0","1","190","D","06","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094983","22","0","1","190","D","07","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04094983","23","0","2","190","D","05","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095253","17","0","1","200","D","07","D","444","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095373","1","0","1","200","D","07","D","210","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095493","6","0","1","190","D","07","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095533","2","0","1","160","D","06","D","588","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095873","4","0","1","190","D","07","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095983","20","0","1","220","D","05","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095983","21","0","1","220","D","06","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095983","22","0","1","220","D","07","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04095983","23","0","2","200","D","05","D","850","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096003","14","0","1","190","D","06","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096463","10","0","1","110","D","07","D","87","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096533","4","0","1","200","D","05","D","66","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096533","5","0","1","130","D","07","D","76","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096653","1","0","1","110","D","06","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096803","15","0","1","110","D","06","D","183","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096803","16","0","1","110","D","07","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096953","5","0","1","110","D","05","D","51","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096953","6","0","1","110","D","06","D","51","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096953","7","0","1","110","D","07","D","51","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04096953","8","0","2","110","D","05","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097033","8","0","1","200","D","05","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097033","9","0","1","200","D","06","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097033","10","0","1","200","D","07","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097133","24","0","1","220","D","05","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097133","25","0","1","220","D","06","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097133","26","0","1","220","D","07","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097343","24","0","1","110","D","06","D","108","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097743","8","0","1","190","D","07","D","392","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097943","11","0","1","190","D","06","D","61","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04097943","12","0","1","200","D","07","D","288","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098293","17","0","1","190","D","05","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098293","18","0","1","190","D","06","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098293","19","0","1","190","D","07","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098753","7","0","1","200","D","06","D","262","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098883","12","0","1","110","D","06","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098883","13","0","1","110","D","07","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098883","14","0","2","110","D","05","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04098983","5","0","1","190","D","05","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04099173","8","0","1","190","D","07","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04099373","2","0","1","190","D","06","D","117","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04099563","15","0","1","190","D","07","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04099833","2","0","1","220","D","07","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04100053","3","0","1","110","D","07","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04100203","3","0","1","190","D","06","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04100593","12","0","1","190","D","07","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04100593","13","0","1","200","D","07","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101193","1","0","C","110","D","08","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101233","7","0","1","110","D","08","D","238","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101283","4","0","1","190","D","07","D","429","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101683","4","0","1","110","D","06","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101683","5","0","1","110","D","07","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101683","6","0","1","110","D","08","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101683","7","0","2","110","D","06","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101773","7","0","1","190","D","08","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101933","1","0","2","120","D","06","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101963","14","0","1","200","D","08","D","170","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101963","15","0","1","190","D","07","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04101993","4","0","1","190","D","06","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102003","7","0","1","200","D","07","D","37","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102143","6","0","1","190","D","07","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102583","6","0","1","210","D","06","D","","H","210","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102583","6","1","1","110","D","06","D","43","G","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102583","6","2","1","150","D","06","D","11","G","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102583","6","3","1","190","D","06","D","46","G","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102583","6","4","1","220","D","06","D","24","G","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04102873","8","0","1","190","D","07","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103013","7","0","1","110","D","07","D","222","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103173","6","0","1","200","D","08","D","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103383","3","0","1","200","D","06","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103383","4","0","1","200","D","07","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103383","5","0","1","200","D","08","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103383","6","0","1","190","D","08","D","117","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","5","0","1","190","D","06","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","6","0","1","190","D","06","D","152","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","7","0","1","190","D","07","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","8","0","1","190","D","08","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","9","0","1","200","D","07","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103533","10","0","2","190","D","06","D","69","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04103753","20","0","1","110","D","07","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04104313","6","0","1","110","D","06","D","11","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04105323","5","0","1","150","D","07","D","32","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04105323","6","0","2","130","D","06","D","7","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04105373","6","0","1","110","D","08","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106503","20","0","2","110","D","06","D","71","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106743","4","0","1","210","D","06","D","","H","210","D","110","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106743","4","1","1","110","D","06","D","44","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106743","4","2","1","190","D","06","D","44","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106743","4","3","1","200","D","06","D","52","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106833","15","0","1","220","D","08","D","289","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04106833","16","0","1","110","D","08","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04107473","10","0","1","110","D","07","D","28","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04107473","11","0","1","130","D","06","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04107473","12","0","1","200","D","08","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04107513","2","0","1","110","D","08","D","193","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04107633","3","0","1","130","D","07","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108613","2","0","1","190","D","06","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108613","3","0","1","190","D","07","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108613","4","0","1","190","D","08","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108613","5","0","2","190","D","06","D","29","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108703","8","0","1","190","D","08","D","223","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04108743","4","0","1","130","D","08","D","331","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109133","3","0","1","100","D","08","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109223","7","0","2","200","D","06","D","33","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109313","26","0","1","190","D","07","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109333","3","0","1","190","D","07","D","69","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109383","8","0","1","210","D","07","D","","H","210","D","190","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109383","8","1","1","130","D","07","D","60","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109383","8","2","1","190","D","07","D","43","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109383","8","3","1","200","D","07","D","47","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109633","7","0","1","190","D","06","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109633","8","0","1","190","D","07","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109633","9","0","1","190","D","08","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109703","2","0","1","210","D","06","D","","H","210","D","130","D","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109703","2","1","1","110","D","06","D","42","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109703","2","2","1","130","D","06","D","58","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109703","2","3","1","190","D","06","D","40","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109703","2","4","1","200","D","06","D","46","E","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109873","1","0","1","110","D","06","D","381","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109903","2","0","1","130","D","07","D","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04109913","11","0","1","190","D","07","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110023","16","0","1","220","D","08","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110023","17","0","1","220","D","08","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110233","2","0","1","190","D","07","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110603","3","0","1","190","D","06","D","259","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110603","4","0","1","190","D","07","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110603","5","0","1","190","D","08","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110703","9","0","1","130","D","07","D","216","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110703","10","0","1","130","D","08","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04110993","18","0","1","130","D","08","D","559","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04111323","15","0","1","110","D","08","D","110","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04111383","1","0","1","110","D","06","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04111473","3","0","1","190","D","08","D","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173042","4","0","1","130","D","04","D","295","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173052","13","0","1","110","D","06","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173432","4","0","1","100","D","04","D","112","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173432","5","0","1","110","D","04","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173662","3","0","1","190","D","05","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173712","13","0","1","220","D","04","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
"20193","04173712","14","0","1","220","D","05","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","","A"
