"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20194","04292911","24","0","1","01","D","100","D","1","D","0.0625","D","484","D","1016","D","01","D","31000","D"
"20194","04293111","47","0","1","01","D","100","D","1","D","0.0625","D","188","D","817","D","01","D","12000","D"
"20194","04293221","32","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","0","D"
"20194","04293831","16","0","1","01","D","100","D","1","D","0.0625","D","1625","D","1120","D","01","D","104000","D"
"20194","04294001","41","0","1","01","D","100","D","1","D","0.0625","D","355","D","43813","T","01","D","22700","D"
"20194","04294641","23","0","1","01","D","100","D","1","D","0.0625","D","1563","D","-363","D","01","D","100000","D"
"20194","04294651","13","0","1","01","D","100","D","1","D","0.0625","D","594","D","906","D","01","D","38000","D"
"20194","04294681","12","0","1","01","D","100","D","1","D","0.0625","D","313","D","584","D","01","D","20000","D"
"20194","04295241","37","0","1","01","D","100","D","1","D","0.0625","D","109","F","1691","F","01","D","7000","F"
"20194","04296571","10","0","1","01","D","100","D","1","D","0.0625","D","67","D","583","D","01","D","4300","D"
"20194","04297731","18","0","1","01","D","100","D","1","D","0.0625","D","63","D","237","D","01","D","4000","D"
"20194","04299161","18","0","1","01","D","100","D","2","D","0.0625","D","","A","","A","01","D","13000","D"
"20194","04299531","16","0","1","01","D","100","D","1","D","0.0625","D","234","F","516","F","01","D","15000","F"
"20201","04172714","27","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","100000","D"
"20201","04173364","27","0","5","01","D","100","D","1","D","0.0575","D","431","D","669","D","01","D","30000","D"
"20201","04173834","26","0","5","01","D","100","D","1","D","0.0575","D","206","D","470","D","01","D","14300","D"
"20201","04174104","19","0","5","01","D","100","D","1","D","0.0575","D","934","F","-34","F","01","D","65000","F"
"20201","04174524","9","0","5","01","D","100","D","2","D","0.0575","D","1438","F","1562","F","01","D","100000","F"
"20201","04174924","33","0","5","01","D","100","D","1","D","0.0575","D","1","D","74","D","01","D","75","D"
"20201","04175264","53","0","5","01","D","100","D","1","D","0.0575","D","65","D","385","D","01","D","4500","D"
"20201","04179464","40","0","5","01","D","100","D","1","D","0.0575","D","745","D","-40","D","01","D","51831","D"
"20201","04180264","40","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04180304","45","0","5","01","D","100","D","1","D","0.0575","D","1265","D","2935","D","01","D","88000","D"
"20201","04181084","14","0","1","01","D","100","D","1","D","0.0575","D","676","D","-142","D","01","D","47000","D"
"20201","04181494","13","0","5","01","D","100","D","2","D","0.0575","D","273","F","627","F","01","D","19000","F"
"20201","04181614","23","0","5","01","D","100","D","1","D","0.0575","D","137","D","163","D","01","D","9500","D"
"20201","04181714","27","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","30000","D"
"20201","04181784","25","0","5","01","D","100","D","1","D","0.0575","D","719","D","11281","D","01","D","50000","D"
"20201","04181954","49","0","5","01","D","100","D","1","D","0.0575","D","1294","D","1006","D","01","D","90000","D"
"20201","04182034","29","0","5","01","D","100","D","1","D","0.0575","D","0","D","0","D","01","D","0","D"
"20201","04182284","12","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","110000","D"
"20201","04182804","14","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04184514","35","0","5","01","D","100","D","1","D","0.0575","D","1826","D","1174","D","01","D","127000","D"
"20201","04184894","38","0","5","01","D","100","D","1","D","0.0575","D","633","D","567","D","01","D","44000","D"
"20201","04186574","58","0","5","01","D","100","D","1","D","0.0575","D","34","D","2266","D","01","D","2349","D"
"20201","04186594","30","0","5","01","D","100","D","1","D","0.0575","D","316","D","734","D","01","D","22000","D"
"20201","04186784","23","0","5","01","D","100","D","","C","0.0575","D","252","F","948","F","01","D","17500","F"
"20201","04186864","106","0","5","01","D","100","D","1","D","0.0575","D","982","D","687","D","01","D","68343","D"
"20201","04187054","33","0","5","01","D","100","D","1","D","0.0575","D","403","D","1097","D","01","D","28000","D"
"20201","04188144","17","0","5","01","D","100","D","1","D","0.0575","D","1265","F","985","F","01","D","88000","F"
"20201","04188784","36","0","5","01","D","100","D","1","D","0.0575","D","791","D","2929","D","01","D","55000","D"
"20201","04189234","92","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","02","D","0","D"
"20201","04190584","14","0","5","01","D","100","D","1","D","0.0575","D","0","F","0","F","01","D","0","F"
"20201","04190924","36","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04192164","16","0","1","01","D","100","D","1","D","0.0575","D","3378","D","4422","D","01","D","339362","T"
"20201","04193414","42","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04194204","27","0","5","01","D","100","D","1","D","0.0575","D","359","D","-59","D","01","D","25000","D"
"20201","04194704","28","0","5","01","D","100","D","1","D","0.0575","D","1854","D","3246","D","01","D","129000","D"
"20201","04194894","22","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","3000","D"
"20201","04196144","13","0","1","01","D","100","D","1","D","0.0575","D","934","D","-34","D","01","D","65000","D"
"20201","04197774","41","0","5","01","D","100","D","1","D","0.0575","D","4","D","96","D","01","D","250","D"
"20201","04198334","29","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","120000","D"
"20201","04199014","14","0","1","01","D","100","D","1","D","0.0575","D","43","F","172","F","01","D","3000","F"
"20201","04199254","32","0","5","01","D","100","D","1","D","0.0575","D","719","D","301","D","01","D","50000","D"
"20201","04199704","41","0","5","01","D","100","D","1","D","0.0575","D","333","D","138","D","01","D","23173","D"
"20201","04200024","34","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04200524","24","0","5","01","D","100","D","1","D","0.0575","D","144","F","1356","F","01","D","10000","F"
"20201","04200944","12","0","5","01","D","100","D","1","D","0.0575","D","431","D","1468","D","01","D","30000","D"
"20201","04201894","31","0","5","01","D","100","D","1","D","0.0575","D","252","D","948","D","01","D","17500","D"
"20201","04202234","16","0","5","01","D","100","D","1","D","0.0575","D","173","D","400","D","01","D","12000","D"
"20201","04202364","17","0","5","01","D","100","D","1","D","0.0575","D","158","D","109","D","01","D","11000","D"
"20201","04202384","20","0","5","01","D","100","D","1","D","0.0575","D","1193","D","7","D","01","D","83000","D"
"20201","04202924","18","0","5","01","D","100","D","1","D","0.0575","D","290","D","307","D","01","D","20200","D"
"20201","04204574","13","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04215343","28","0","5","01","D","100","D","1","D","0.0575","D","115","D","320","D","01","D","8000","D"
"20201","04215803","30","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04216133","19","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","43000","D"
"20201","04217493","21","0","5","01","D","100","D","1","D","0.0575","D","1035","D","-285","D","01","D","72000","D"
"20201","04218223","27","0","5","01","D","100","D","1","D","0.0575","D","141","D","696","D","01","D","9822","D"
"20201","04219393","24","0","5","01","D","100","D","2","D","0.0575","D","735","F","-135","F","01","D","51150","F"
"20201","04221433","27","0","5","01","D","100","D","1","D","0.0575","D","505","D","399","D","01","D","35102","D"
"20201","04222323","10","0","1","01","D","100","D","1","D","0.0575","D","101","D","319","D","01","D","7000","D"
"20201","04222483","30","0","5","02","D","300","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04222923","32","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","48900","D"
"20201","04224833","14","0","5","01","D","100","D","2","D","0.0575","D","177","F","423","F","01","D","12319","F"
"20201","04224933","22","0","5","01","D","100","D","1","D","0.0575","D","539","D","2241","D","01","D","37500","D"
"20201","04225873","14","0","5","01","D","100","D","2","D","0.0575","D","288","F","6012","F","01","D","20000","F"
"20201","04226053","30","0","5","01","D","100","D","1","D","0.0575","D","85","D","65","D","01","D","5900","D"
"20201","04226103","16","0","5","01","D","100","D","1","D","0.0575","D","969","D","1170","D","01","D","67393","D"
"20201","04226523","18","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04226623","15","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04226803","44","0","5","01","D","100","D","1","D","0.0575","D","953","D","547","D","01","D","66296","D"
"20201","04227103","14","0","5","01","D","100","D","1","D","0.0575","D","1581","F","1719","F","01","D","110000","F"
"20201","04227303","25","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","41000","D"
"20201","04227663","23","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04228433","45","0","5","01","D","100","D","1","D","0.0575","D","3896","D","-296","D","01","D","339362","T"
"20201","04228473","14","0","5","01","D","100","D","1","D","0.0575","D","1193","D","106","D","01","D","83000","D"
"20201","04229923","38","0","5","01","D","100","D","1","D","0.0575","D","503","D","589","D","01","D","35000","D"
"20201","04230233","26","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04230373","40","0","5","01","D","100","D","1","D","0.0575","D","417","D","63","D","01","D","29000","D"
"20201","04230813","43","0","1","01","D","100","D","1","D","0.0575","D","829","D","371","D","01","D","57641","D"
"20201","04231333","45","0","5","01","D","100","D","1","D","0.0575","D","0","D","0","D","01","D","0","D"
"20201","04232133","32","0","5","01","D","100","D","1","D","0.0575","D","1078","F","-253","F","01","D","75000","F"
"20201","04232403","28","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04232943","23","0","5","01","D","100","D","1","D","0.0575","D","288","D","6012","D","01","D","20000","D"
"20201","04233403","22","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04234403","48","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04234753","34","0","5","01","D","100","D","1","D","0.0575","D","177","D","423","D","01","D","12319","D"
"20201","04234843","11","0","5","01","D","100","D","2","D","0.0575","D","1222","F","-101","F","01","D","85000","F"
"20201","04235443","23","0","5","01","D","100","D","1","D","0.0575","D","2691","D","114","D","01","D","187190","D"
"20201","04235503","62","0","5","01","D","100","D","1","D","0.0575","D","934","D","1103","D","01","D","65000","D"
"20201","04236643","13","0","5","01","D","100","D","1","D","0.0575","D","198","D","3902","D","01","D","13800","D"
"20201","04237643","37","0","5","01","D","100","D","1","D","0.0575","D","934","F","1103","F","01","D","65000","F"
"20201","04237883","19","0","5","01","D","100","D","1","D","0.0575","D","1696","F","374","F","01","D","118000","F"
"20201","04238573","50","0","5","01","D","100","D","1","D","0.0575","D","86","D","214","D","01","D","6000","D"
"20201","04240563","35","0","5","01","D","100","D","1","D","0.0575","D","104","D","1696","D","01","D","7200","D"
"20201","04241363","9","0","5","01","D","100","D","1","D","0.0575","D","273","F","9727","F","01","D","19000","F"
"20201","04242373","31","0","5","01","D","100","D","1","D","0.0575","D","43","D","857","D","01","D","3000","D"
"20201","04242643","32","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","59000","D"
"20201","04244463","55","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04245503","53","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04245593","25","0","5","01","D","100","D","1","D","0.0575","D","158","D","142","D","01","D","11000","D"
"20201","04246123","20","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04267202","40","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04267352","50","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","38000","D"
"20201","04267422","19","0","5","01","D","100","D","1","D","0.0575","D","1136","D","589","D","01","D","79000","D"
"20201","04267792","30","0","5","02","D","200","D","1","D","0.0575","D","1826","D","1996","D","01","D","127000","D"
"20201","04269602","30","0","5","01","D","100","D","1","D","0.0575","D","259","D","491","D","01","D","18000","D"
"20201","04270322","58","0","5","01","D","100","D","1","D","0.0575","D","141","D","597","D","01","D","9784","D"
"20201","04270492","30","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04270972","25","0","5","01","D","100","D","1","D","0.0575","D","176","D","424","D","01","D","12229","D"
"20201","04272742","37","0","5","01","D","100","D","1","D","0.0575","D","955","D","545","D","01","D","66438","D"
"20201","04272752","13","0","1","01","D","100","D","1","D","0.0575","D","29","D","571","D","01","D","2000","D"
"20201","04272792","31","0","5","01","D","100","D","1","D","0.0575","D","403","D","-295","D","01","D","28000","D"
"20201","04273142","31","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","19000","D"
"20201","04273342","35","0","5","01","D","100","D","1","D","0.0575","D","1696","D","374","D","01","D","118000","D"
"20201","04273652","18","0","5","01","D","100","D","1","D","0.0575","D","29","D","1971","D","01","D","2000","D"
"20201","04273682","35","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04275232","19","0","5","01","D","100","D","1","D","0.0575","D","1826","F","1996","F","01","D","127000","F"
"20201","04275322","14","0","5","01","D","100","D","1","D","0.0575","D","85","F","65","F","01","D","5900","F"
"20201","04275812","38","0","5","01","D","100","D","1","D","0.0575","D","880","D","-263","D","01","D","61205","D"
"20201","04276832","17","0","5","01","D","100","D","1","D","0.0575","D","934","D","731","D","01","D","65000","D"
"20201","04276892","14","0","5","01","D","100","D","1","D","0.0575","D","158","F","109","F","01","D","11000","F"
"20201","04277332","21","0","1","01","D","100","D","1","D","0.0575","D","259","D","1241","D","01","D","18000","D"
"20201","04277632","34","0","5","01","D","100","D","1","D","0.0575","D","431","D","649","D","01","D","30000","D"
"20201","04278152","19","0","5","01","D","100","D","1","D","0.0575","D","2013","D","-1338","D","01","D","140000","D"
"20201","04278362","18","0","1","01","D","100","D","2","D","0.0575","D","34","F","2266","F","01","D","2349","F"
"20201","04279512","36","0","5","01","D","100","D","1","D","0.0575","D","273","D","627","D","01","D","19000","D"
"20201","04280492","17","0","5","01","D","100","D","1","D","0.0575","D","187","D","935","D","01","D","13000","D"
"20201","04280622","27","0","5","01","D","100","D","1","D","0.0575","D","704","D","46","D","01","D","49000","D"
"20201","04280902","15","0","5","01","D","100","D","2","D","0.0575","D","1078","F","2522","F","01","D","75000","F"
"20201","04281222","11","0","5","01","D","100","D","1","D","0.0575","D","719","D","781","D","01","D","50000","D"
"20201","04281532","22","0","5","01","D","100","D","1","D","0.0575","D","0","F","0","F","01","D","0","F"
"20201","04281592","20","0","5","01","D","100","D","1","D","0.0575","D","217","D","467","D","01","D","15125","D"
"20201","04282392","48","0","5","01","D","100","D","1","D","0.0575","D","273","D","483","D","01","D","19000","D"
"20201","04283832","40","0","5","01","D","100","D","1","D","0.0575","D","1064","D","-209","D","01","D","74000","D"
"20201","04283842","31","0","5","01","D","100","D","1","D","0.0575","D","403","F","1097","F","01","D","28000","F"
"20201","04284652","25","0","5","01","D","100","D","1","D","0.0575","D","460","D","2664","D","01","D","32000","D"
"20201","04285432","59","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04286322","29","0","1","01","D","100","D","1","D","0.0575","D","575","D","25","D","01","D","40000","D"
"20201","04286682","11","0","5","01","D","100","D","1","D","0.0575","D","273","D","177","D","01","D","19000","D"
"20201","04286792","12","0","1","01","D","100","D","1","D","0.0575","D","331","D","-81","D","01","D","23000","D"
"20201","04288162","24","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","90000","D"
"20201","04288692","17","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04289292","20","0","1","02","D","200","D","1","D","0.0575","D","0","D","0","D","01","D","0","D"
"20201","04289802","44","0","5","01","D","100","D","1","D","0.0575","D","1143","D","-92","D","01","D","79500","D"
"20201","04290532","20","0","1","01","D","100","D","1","D","0.0575","D","1581","D","1719","D","01","D","110000","D"
"20201","04291432","43","0","5","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04291612","19","0","5","01","D","100","D","1","D","0.0575","D","180","F","-83","F","01","D","12500","F"
"20201","04293112","77","0","5","01","D","100","D","1","D","0.0575","D","108","D","897","D","01","D","7500","D"
"20201","04293262","20","0","1","02","D","200","D","1","D","0.0575","D","129","D","597","D","01","D","9000","D"
"20201","04293832","17","0","5","01","D","100","D","1","D","0.0575","D","1581","D","1170","D","01","D","110000","D"
"20201","04294642","21","0","5","01","D","100","D","1","D","0.0575","D","1581","D","1119","D","01","D","110000","D"
"20201","04294682","25","0","5","01","D","100","D","1","D","0.0575","D","323","D","277","D","01","D","22500","D"
"20201","04295242","45","0","5","01","D","100","D","1","D","0.0575","D","848","D","658","D","01","D","59000","D"
"20201","04296572","22","0","5","01","D","100","D","1","D","0.0575","D","36","D","714","D","01","D","2500","D"
"20201","04296622","13","0","1","01","D","100","D","1","D","0.0575","D","288","D","87","D","01","D","20000","D"
"20201","04297222","18","0","1","01","D","100","D","1","D","0.0575","D","244","D","356","D","01","D","17000","D"
"20201","04297732","32","0","5","01","D","100","D","1","D","0.0575","D","43","D","172","D","01","D","3000","D"
"20201","04298052","9","0","1","01","D","100","D","1","D","0.0575","D","714","D","786","D","01","D","49700","D"
"20201","04298222","11","0","1","01","D","100","D","1","D","0.0575","D","259","D","641","D","01","D","18000","D"
"20201","04299162","22","0","5","01","D","100","D","1","D","0.0575","D","489","D","2411","D","01","D","34000","D"
"20201","04299532","19","0","5","01","D","100","D","1","D","0.0575","D","50","D","2950","D","01","D","3500","D"
"20201","04310591","12","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04310641","17","0","1","01","D","100","D","1","D","0.0575","D","1438","D","1562","D","01","D","100000","D"
"20201","04311641","42","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04312011","30","0","1","01","D","100","D","1","D","0.0575","D","1265","D","985","D","01","D","88000","D"
"20201","04312741","13","0","1","01","D","100","D","1","D","0.0575","D","848","F","658","F","01","D","59000","F"
"20201","04313391","23","0","1","01","D","100","D","1","D","0.0575","D","104","D","296","D","01","D","7200","D"
"20201","04313461","14","0","1","01","D","100","D","1","D","0.0575","D","36","D","414","D","01","D","2500","D"
"20201","04313481","10","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04314001","57","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04316891","22","0","1","01","D","100","D","1","D","0.0575","D","1121","D","208","D","01","D","78000","D"
"20201","04317091","17","0","1","01","D","400","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04319211","47","0","1","01","D","100","D","1","D","0.0575","D","1438","D","-838","D","01","D","100000","D"
"20201","04319501","22","0","1","01","D","100","D","1","D","0.0575","D","1294","D","206","D","01","D","90000","D"
"20201","04319981","15","0","1","02","D","300","D","1","D","0.0575","D","1078","D","2522","D","01","D","110550","T"
"20201","04320591","14","0","1","01","D","100","D","1","D","0.0575","D","3460","D","-2690","T","01","D","339362","T"
"20201","04322871","16","0","1","01","D","100","D","1","D","0.0575","D","273","D","9727","D","01","D","19000","D"
"20201","04322951","29","0","1","01","D","100","D","1","D","0.0575","D","2458","D","-658","D","01","D","171000","D"
"20201","04323111","31","0","1","01","D","100","D","2","D","0.0575","D","1826","F","1174","F","01","D","127000","F"
"20201","04323421","27","0","1","01","D","100","D","1","D","0.0575","D","36","D","2469","D","01","D","2505","D"
"20201","04324361","15","0","1","01","D","100","D","1","D","0.0575","D","676","D","-76","D","01","D","47000","D"
"20201","04324791","21","0","1","01","D","100","D","1","D","0.0575","D","1941","D","1559","D","01","D","135000","D"
"20201","04325361","19","0","1","01","D","100","D","1","D","0.0575","D","1222","D","-101","D","01","D","85000","D"
"20201","04325431","31","0","1","01","D","100","D","1","D","0.0575","D","331","D","569","D","01","D","23000","D"
"20201","04325791","13","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04326421","18","0","1","01","D","100","D","1","D","0.0575","D","4313","D","10687","D","01","D","339362","T"
"20201","04326681","33","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04327061","31","0","1","01","D","100","D","1","D","0.0575","D","3460","F","-2690","V","01","D","339362","V"
"20201","04327491","26","0","1","01","D","100","D","1","D","0.0575","D","230","D","4070","D","01","D","16000","D"
"20201","04327541","29","0","1","01","D","100","D","1","D","0.0575","D","316","D","84","D","01","D","22000","D"
"20201","04328121","9","0","1","01","D","100","D","1","D","0.0575","D","13","D","926","D","01","D","939","D"
"20201","04328281","9","0","1","01","D","100","D","","C","0.0575","D","3594","F","606","F","01","D","339362","V"
"20201","04328681","25","0","1","02","D","300","D","1","D","0.0575","D","1078","D","-820","T","01","D","110550","T"
"20201","04330061","18","0","1","01","D","100","D","1","D","0.0575","D","3594","D","606","D","01","D","339362","T"
"20201","04330191","21","0","1","01","D","100","D","1","D","0.0575","D","316","D","1284","D","01","D","22000","D"
"20201","04330911","18","0","1","02","D","200","D","2","D","0.0575","D","","A","","A","01","D","12500","D"
"20201","04342631","12","0","1","01","D","100","D","1","D","0.0575","D","1193","F","7","F","01","D","83000","F"
"20201","04343231","25","0","1","01","D","100","D","1","D","0.0575","D","703","D","1058","D","01","D","48890","D"
"20201","04343421","24","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04343571","20","0","1","01","D","100","D","1","D","0.0575","D","735","D","-135","D","01","D","51150","D"
"20201","04345091","33","0","1","01","D","100","D","1","D","0.0575","D","150","D","168","D","01","D","10441","D"
"20201","04345411","28","0","1","01","D","100","D","1","D","0.0575","D","719","D","-419","D","01","D","50000","D"
"20201","04345501","21","0","1","02","D","300","D","1","D","0.0575","D","187","F","935","F","01","D","13000","F"
"20201","04345601","19","0","1","01","D","100","D","2","D","0.0575","D","","A","","A","01","D","0","D"
"20201","04345891","46","0","1","01","D","100","D","1","D","0.0575","D","503","D","610","D","01","D","35000","D"
"20201","04346371","48","0","1","01","D","100","D","1","D","0.0575","D","180","D","-83","D","01","D","12500","D"
"20201","04346801","32","0","1","01","D","100","D","1","D","0.0575","D","144","D","1356","D","01","D","10000","D"
"20201","04347321","26","0","1","01","D","100","D","1","D","0.0575","D","144","D","1356","D","01","D","10000","D"
"20201","04347761","20","0","1","01","D","100","D","1","D","0.0575","D","906","D","744","D","01","D","63000","D"
"20201","04350341","16","0","1","01","D","100","D","1","D","0.0575","D","0","D","0","D","01","D","0","D"
"20201","04351261","13","0","1","01","D","100","D","1","D","0.0575","D","690","D","210","D","01","D","48000","D"
"20201","04351691","13","0","1","01","D","100","D","1","D","0.0575","D","98","D","1602","D","01","D","6800","D"
