"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CRMCODEA","CRMC_DEA","ADVMATX","ADVMATX_","MATNSPCX","MATN_PCX","CRMCDA1","CRMCDA1_","CRMCDA2","CRMCDA2_","CRMCDA3","CRMCDA3_","CRMCDA4","CRMCDA4_","CRMCDA5","CRMCDA5_","CRMCDA6","CRMCDA6_","CRMCDA7","CRMCDA7_","CRMCDA8","CRMCDA8_","CRMCDA9","CRMCDA9_"
"20194","04200533","1","0","1","","A","","A","180","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04202343","5","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04202373","3","0","1","175","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04202823","6","0","1","","A","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04204353","15","0","1","200","D","25","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04216802","9","0","1","130","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04218222","10","0","1","130","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04218642","3","0","1","300","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04220402","12","0","1","300","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04220782","2","0","1","220","D","245","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04222082","3","0","1","","A","","A","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04222132","14","0","1","175","D","117","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04222802","5","0","1","130","D","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04223132","9","0","1","160","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04223702","4","0","1","300","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04225842","4","0","1","300","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04228442","13","0","1","300","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04228702","14","0","1","","A","","A","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04229772","7","0","1","200","D","623","D","230","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04230072","14","0","1","","A","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04230592","4","0","1","","A","","A","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04232852","12","0","1","160","D","651","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04233242","4","0","1","280","D","3500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04233312","10","0","1","","A","","A","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04233592","2","0","1","120","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04233802","3","0","1","300","D","1700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04236762","5","0","1","130","D","8100","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04237912","9","0","1","110","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04237932","5","0","1","175","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04240562","6","0","1","","A","","A","99","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04240972","2","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04241292","7","0","1","110","D","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04242372","3","0","1","240","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04242702","3","0","1","","A","","A","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04243192","8","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04244942","11","0","1","","A","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04245102","7","0","1","300","D","72","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04245572","6","0","1","300","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04245732","5","0","1","130","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04245752","5","0","1","175","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04267681","6","0","1","300","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04268471","2","0","1","235","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04268741","2","0","1","300","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04270741","5","0","1","175","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04271241","3","0","1","175","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04272011","6","0","1","130","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04272091","18","0","1","130","D","200","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04272441","11","0","1","300","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04273141","4","0","1","130","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04273721","6","0","1","300","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04273734","9","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04274321","8","0","1","280","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04274641","3","0","1","260","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04274801","7","0","1","175","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04275941","4","0","1","140","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04276702","5","0","1","","A","","A","80","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04278441","4","0","1","130","D","175","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04279691","8","0","1","300","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04279881","4","0","1","190","D","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04282181","8","0","1","235","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04282711","16","0","1","130","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04284621","8","0","1","130","D","350","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04285141","2","0","1","200","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04287571","8","0","1","300","D","2000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04288901","3","0","1","","A","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04289041","2","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04290071","27","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04292741","9","0","1","140","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04292773","5","0","1","200","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04292844","10","0","1","240","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04293111","10","0","1","280","D","240","D","1550","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04294881","9","0","1","300","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04295341","3","0","1","130","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04295601","13","0","1","280","D","6000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04295711","17","0","1","130","D","5000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04295841","6","0","1","200","D","3500","D","4000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04296201","17","0","1","150","D","12000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04296561","2","0","1","160","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04296891","7","0","1","200","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04297601","2","0","1","300","D","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04297631","1","0","1","140","D","185","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04298471","6","0","1","235","D","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20194","04298781","10","0","1","","A","","A","9","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04173774","4","0","1","310","D","","H","","A","235","D","190","D","","A","","A","","A","","A","","A","","A","","A"
"20201","04173774","4","1","1","235","D","2900","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04173774","4","2","1","190","D","1600","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04176114","13","0","1","175","D","63","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04176314","14","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04178524","6","0","1","","A","","A","38","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04180304","5","0","1","235","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04180484","12","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04180954","8","0","1","","A","","A","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04181594","7","0","1","300","D","250","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04182214","10","0","1","175","D","38","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04182724","7","0","1","140","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04182734","5","0","1","220","D","2875","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04184014","7","0","1","300","D","4800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04184184","4","0","1","","A","","A","16","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04187674","8","0","1","200","D","170","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04188684","5","0","1","140","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04188964","11","0","1","300","D","60","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04189754","17","0","1","300","D","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04190734","6","0","1","100","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04190924","12","0","1","200","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04190954","9","0","1","300","D","139","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04191154","20","0","1","175","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04191584","10","0","1","140","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04192144","15","0","1","130","D","320","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04192894","5","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04193144","4","0","1","130","D","200","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04193274","4","0","1","175","D","230","D","175","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04193404","12","0","1","300","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04194044","11","0","1","175","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04194184","2","0","1","","A","","A","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04194614","4","0","1","175","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04195794","15","0","1","300","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04196094","6","0","1","300","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04196324","17","0","1","175","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04203604","6","0","1","300","D","240","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04203974","9","0","1","270","D","19800","T","743","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04204314","6","0","1","160","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04204354","17","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04215343","9","0","1","280","D","970","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04215483","1","0","1","175","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04216763","20","0","1","","A","","A","260","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04217393","5","0","1","","A","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04217843","11","0","1","200","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04223133","13","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04224393","3","0","1","175","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04225113","12","0","1","","A","","A","589","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04225233","18","0","1","280","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04225433","1","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04225493","8","0","1","280","D","18","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04227723","10","0","1","","A","","A","129","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04228603","13","0","1","","A","","A","90","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04229353","17","0","1","175","D","18","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04229773","9","0","1","","A","","A","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04230143","7","0","1","310","D","","H","","A","310","D","175","D","","A","","A","","A","","A","","A","","A","","A"
"20201","04230143","7","1","1","140","D","16","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04230143","7","2","1","175","D","18","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04232403","6","0","1","130","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04233243","9","0","1","175","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04233313","5","0","1","175","D","38","D","104","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04233473","4","0","1","120","D","136","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04233533","1","0","1","110","D","3600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04233803","2","0","1","130","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04234913","5","0","1","","A","","A","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04235143","2","0","1","","A","","A","200","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04235273","8","0","1","140","D","35","D","76","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04236013","4","0","1","175","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04236323","9","0","1","300","D","6","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04237643","4","0","1","","A","","A","202","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04241203","3","0","1","175","D","284","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04241373","10","0","1","140","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04242603","6","0","1","140","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04245103","16","0","1","300","D","93","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04245573","5","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04246003","4","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04246503","11","0","1","130","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04267792","4","0","1","300","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04268012","10","0","1","","A","","A","2","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04268792","24","0","1","","A","","A","230","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04269862","18","0","1","","A","","A","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04270842","9","0","1","175","D","50","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04273112","4","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04273682","15","0","1","","A","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04274322","22","0","1","","A","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04274582","11","0","1","175","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04275642","7","0","1","210","D","57","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04276772","4","0","1","160","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04278442","9","0","1","300","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04280032","10","0","1","200","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04280164","14","0","1","160","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04280682","3","0","1","300","D","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04281242","11","0","1","160","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04281312","26","0","1","300","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04281402","8","0","1","300","D","500","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04282862","6","0","1","","A","","A","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04285472","2","0","1","300","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04286502","3","0","1","280","D","434","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04287602","5","0","1","310","D","","H","","A","235","D","200","D","300","D","","A","","A","","A","","A","","A","","A"
"20201","04287602","5","1","1","200","D","1500","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04287602","5","2","1","300","D","1100","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04287602","5","3","1","235","D","2400","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04288032","5","0","1","175","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04293262","5","0","1","300","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04293782","1","0","1","300","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04293792","5","0","1","310","D","","H","","A","310","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20201","04293792","5","1","1","130","D","56","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04293792","5","2","1","300","D","14","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04295242","18","0","1","","A","","A","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04296202","9","0","1","150","D","6000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04297172","18","0","1","235","D","1924","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04297822","4","0","1","140","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04298022","5","0","1","140","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04310621","3","0","1","","A","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04311521","5","0","1","120","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04311641","18","0","1","240","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04312383","2","0","1","175","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04315031","12","0","1","130","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04316351","8","0","1","120","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04316881","6","0","1","300","D","150","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04316891","4","0","1","","A","","A","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04317682","11","0","1","130","D","555","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04318301","19","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04319121","12","0","1","175","D","500","F","175","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04319941","2","0","1","130","D","6000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04320641","2","0","1","175","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04321391","10","0","1","175","D","109","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04321571","1","0","1","280","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04321721","4","0","1","190","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04321781","20","0","1","130","D","375","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04321831","19","0","1","300","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04322431","3","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04322821","2","0","1","160","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04323421","9","0","1","","A","","A","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04323671","5","0","1","","A","","A","78","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04323911","21","0","1","190","D","75","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04324031","6","0","1","310","D","","H","","A","260","D","300","D","","A","","A","","A","","A","","A","","A","","A"
"20201","04324031","6","1","1","300","D","165","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04324261","21","0","1","130","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04325191","3","0","1","220","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04325681","1","0","1","235","D","7000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04326131","3","0","1","120","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04326631","6","0","1","150","D","1700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04326681","7","0","1","300","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04327001","9","0","1","","A","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04328071","5","0","1","","A","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04328733","9","0","1","175","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04341651","3","0","1","","A","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04342541","4","0","1","140","D","6000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04343021","3","0","1","260","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04343421","5","0","1","235","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04343831","10","0","1","235","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04344421","3","0","1","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04344761","5","0","1","140","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04345161","12","0","1","175","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04346091","12","0","1","","A","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04346501","9","0","1","200","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04347031","2","0","1","","A","","A","640","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04347901","1","0","1","130","D","320","F","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04348661","6","0","1","300","D","15","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04349761","2","0","1","140","D","10000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04349891","4","0","1","200","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04350741","4","0","1","","A","","A","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04350971","5","0","1","130","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04350991","7","0","1","140","D","188","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20201","04351251","4","0","1","190","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
